customer_id,customer_name,customer_type,revenue,orders_count,signup_date
481,SMB Customer 481,Small Business,441.16,2,2023-04-26
482,SMB Customer 482,Small Business,416.33,1,2023-04-27
483,SMB Customer 483,Small Business,396.81,1,2023-04-28
484,SMB Customer 484,Small Business,451.1,2,2023-04-29
485,SMB Customer 485,Small Business,422.31,1,2023-04-30
486,SMB Customer 486,Small Business,402.33,2,2023-05-01
487,SMB Customer 487,Small Business,425.6,3,2023-05-02
488,SMB Customer 488,Small Business,412.55,1,2023-05-03
489,SMB Customer 489,Small Business,495.61,1,2023-05-04
490,SMB Customer 490,Small Business,471.45,1,2023-05-05
491,SMB Customer 491,Small Business,444.76,3,2023-05-06
492,SMB Customer 492,Small Business,489.4,3,2023-05-07
493,SMB Customer 493,Small Business,447.32,1,2023-05-08
494,SMB Customer 494,Small Business,419.16,4,2023-05-09
495,SMB Customer 495,Small Business,490.69,2,2023-05-10
496,SMB Customer 496,Small Business,461.17,4,2023-05-11
497,SMB Customer 497,Small Business,413.88,4,2023-05-12
498,SMB Customer 498,Small Business,439.29,3,2023-05-13
499,SMB Customer 499,Small Business,418.73,4,2023-05-14
500,SMB Customer 500,Small Business,403.52,3,2023-05-15
501,SMB Customer 501,Small Business,472.79,3,2023-05-16
502,SMB Customer 502,Small Business,499.0,4,2023-05-17
503,SMB Customer 503,Small Business,403.04,3,2023-05-18
504,SMB Customer 504,Small Business,461.89,1,2023-05-19
505,SMB Customer 505,Small Business,425.48,1,2023-05-20
506,SMB Customer 506,Small Business,430.39,2,2023-05-21
507,SMB Customer 507,Small Business,427.23,4,2023-05-22
508,SMB Customer 508,Small Business,419.08,2,2023-05-23
509,SMB Customer 509,Small Business,446.46,2,2023-05-24
510,SMB Customer 510,Small Business,420.07,1,2023-05-25
511,SMB Customer 511,Small Business,453.11,4,2023-05-26
512,SMB Customer 512,Small Business,443.49,4,2023-05-27
513,SMB Customer 513,Small Business,437.83,3,2023-05-28
514,SMB Customer 514,Small Business,417.77,2,2023-05-29
515,SMB Customer 515,Small Business,427.7,4,2023-05-30
516,SMB Customer 516,Small Business,467.66,3,2023-05-31
517,SMB Customer 517,Small Business,460.03,2,2023-06-01
518,SMB Customer 518,Small Business,415.67,1,2023-06-02
519,SMB Customer 519,Small Business,447.98,4,2023-06-03
520,SMB Customer 520,Small Business,467.54,2,2023-06-04
521,SMB Customer 521,Small Business,394.92,2,2023-06-05
522,SMB Customer 522,Small Business,461.3,2,2023-06-06
523,SMB Customer 523,Small Business,425.12,2,2023-06-07
524,SMB Customer 524,Small Business,462.12,3,2023-06-08
525,SMB Customer 525,Small Business,422.1,2,2023-06-09
526,SMB Customer 526,Small Business,390.85,4,2023-06-10
527,SMB Customer 527,Small Business,396.17,1,2023-06-11
528,SMB Customer 528,Small Business,446.44,4,2023-06-12
529,SMB Customer 529,Small Business,452.79,4,2023-06-13
530,SMB Customer 530,Small Business,417.87,2,2023-06-14
531,SMB Customer 531,Small Business,464.16,3,2023-06-15
532,SMB Customer 532,Small Business,395.15,1,2023-06-16
533,SMB Customer 533,Small Business,443.02,4,2023-06-17
534,SMB Customer 534,Small Business,408.67,1,2023-06-18
535,SMB Customer 535,Small Business,425.44,2,2023-06-19
536,SMB Customer 536,Small Business,446.42,4,2023-06-20
537,SMB Customer 537,Small Business,419.19,3,2023-06-21
538,SMB Customer 538,Small Business,433.46,3,2023-06-22
539,SMB Customer 539,Small Business,475.19,2,2023-06-23
540,SMB Customer 540,Small Business,427.69,2,2023-06-24
541,SMB Customer 541,Small Business,470.07,2,2023-06-25
542,SMB Customer 542,Small Business,411.11,4,2023-06-26
543,SMB Customer 543,Small Business,460.89,1,2023-06-27
544,SMB Customer 544,Small Business,488.25,3,2023-06-28
545,SMB Customer 545,Small Business,370.85,1,2023-06-29
546,SMB Customer 546,Small Business,421.09,4,2023-06-30
547,SMB Customer 547,Small Business,462.31,1,2023-07-01
548,SMB Customer 548,Small Business,438.91,4,2023-07-02
549,SMB Customer 549,Small Business,456.13,3,2023-07-03
550,SMB Customer 550,Small Business,426.88,1,2023-07-04
551,SMB Customer 551,Small Business,447.6,3,2023-07-05
552,SMB Customer 552,Small Business,440.33,4,2023-07-06
553,SMB Customer 553,Small Business,480.03,1,2023-07-07
554,SMB Customer 554,Small Business,452.63,3,2023-07-08
555,SMB Customer 555,Small Business,455.13,2,2023-07-09
556,SMB Customer 556,Small Business,432.64,4,2023-07-10
557,SMB Customer 557,Small Business,430.37,2,2023-07-11
558,SMB Customer 558,Small Business,432.02,2,2023-07-12
559,SMB Customer 559,Small Business,456.83,1,2023-07-13
560,SMB Customer 560,Small Business,432.37,1,2023-07-14
561,SMB Customer 561,Small Business,453.69,3,2023-07-15
562,SMB Customer 562,Small Business,499.0,1,2023-07-16
563,SMB Customer 563,Small Business,471.13,4,2023-07-17
564,SMB Customer 564,Small Business,435.22,3,2023-07-18
565,SMB Customer 565,Small Business,481.04,3,2023-07-19
566,SMB Customer 566,Small Business,432.76,3,2023-07-20
567,SMB Customer 567,Small Business,383.86,2,2023-07-21
568,SMB Customer 568,Small Business,414.76,3,2023-07-22
569,SMB Customer 569,Small Business,388.88,2,2023-07-23
570,SMB Customer 570,Small Business,434.45,1,2023-07-24
571,SMB Customer 571,Small Business,445.55,1,2023-07-25
572,SMB Customer 572,Small Business,495.29,2,2023-07-26
573,SMB Customer 573,Small Business,454.81,4,2023-07-27
574,SMB Customer 574,Small Business,438.43,1,2023-07-28
575,SMB Customer 575,Small Business,469.88,1,2023-07-29
576,SMB Customer 576,Small Business,378.67,4,2023-07-30
577,SMB Customer 577,Small Business,452.07,3,2023-07-31
578,SMB Customer 578,Small Business,468.13,1,2023-08-01
579,SMB Customer 579,Small Business,400.64,1,2023-08-02
580,SMB Customer 580,Small Business,479.31,2,2023-08-03
581,SMB Customer 581,Small Business,455.15,4,2023-08-04
582,SMB Customer 582,Small Business,432.54,3,2023-08-05
583,SMB Customer 583,Small Business,463.98,2,2023-08-06
584,SMB Customer 584,Small Business,499.0,1,2023-08-07
585,SMB Customer 585,Small Business,450.46,2,2023-08-08
586,SMB Customer 586,Small Business,452.45,3,2023-08-09
587,SMB Customer 587,Small Business,431.22,3,2023-08-10
588,SMB Customer 588,Small Business,419.5,1,2023-08-11
589,SMB Customer 589,Small Business,469.91,1,2023-08-12
590,SMB Customer 590,Small Business,419.32,3,2023-08-13
591,SMB Customer 591,Small Business,447.15,1,2023-08-14
592,SMB Customer 592,Small Business,430.67,2,2023-08-15
593,SMB Customer 593,Small Business,459.37,4,2023-08-16
594,SMB Customer 594,Small Business,455.01,4,2023-08-17
595,SMB Customer 595,Small Business,476.13,3,2023-08-18
596,SMB Customer 596,Small Business,429.7,4,2023-08-19
597,SMB Customer 597,Small Business,436.9,2,2023-08-20
598,SMB Customer 598,Small Business,415.64,3,2023-08-21
599,SMB Customer 599,Small Business,431.67,2,2023-08-22
600,SMB Customer 600,Small Business,456.32,4,2023-08-23
601,SMB Customer 601,Small Business,467.71,2,2023-08-24
602,SMB Customer 602,Small Business,417.34,2,2023-08-25
603,SMB Customer 603,Small Business,471.09,4,2023-08-26
604,SMB Customer 604,Small Business,485.67,1,2023-08-27
605,SMB Customer 605,Small Business,457.4,1,2023-08-28
606,SMB Customer 606,Small Business,499.0,2,2023-08-29
607,SMB Customer 607,Small Business,421.79,4,2023-08-30
608,SMB Customer 608,Small Business,407.66,1,2023-08-31
609,SMB Customer 609,Small Business,391.64,4,2023-09-01
610,SMB Customer 610,Small Business,489.88,4,2023-09-02
611,SMB Customer 611,Small Business,464.63,2,2023-09-03
612,SMB Customer 612,Small Business,443.33,3,2023-09-04
613,SMB Customer 613,Small Business,453.4,1,2023-09-05
614,SMB Customer 614,Small Business,411.24,1,2023-09-06
615,SMB Customer 615,Small Business,499.0,2,2023-09-07
616,SMB Customer 616,Small Business,448.88,1,2023-09-08
617,SMB Customer 617,Small Business,448.28,1,2023-09-09
618,SMB Customer 618,Small Business,466.77,4,2023-09-10
619,SMB Customer 619,Small Business,459.43,4,2023-09-11
620,SMB Customer 620,Small Business,451.72,1,2023-09-12
621,SMB Customer 621,Small Business,421.29,2,2023-09-13
622,SMB Customer 622,Small Business,459.14,3,2023-09-14
623,SMB Customer 623,Small Business,499.0,3,2023-09-15
624,SMB Customer 624,Small Business,485.36,3,2023-09-16
625,SMB Customer 625,Small Business,492.8,4,2023-09-17
626,SMB Customer 626,Small Business,429.66,4,2023-09-18
627,SMB Customer 627,Small Business,415.31,3,2023-09-19
628,SMB Customer 628,Small Business,441.23,4,2023-09-20
629,SMB Customer 629,Small Business,446.67,3,2023-09-21
630,SMB Customer 630,Small Business,477.83,2,2023-09-22
631,SMB Customer 631,Small Business,394.23,4,2023-09-23
632,SMB Customer 632,Small Business,490.89,4,2023-09-24
633,SMB Customer 633,Small Business,440.26,4,2023-09-25
634,SMB Customer 634,Small Business,432.19,1,2023-09-26
635,SMB Customer 635,Small Business,414.64,1,2023-09-27
636,SMB Customer 636,Small Business,395.35,4,2023-09-28
637,SMB Customer 637,Small Business,469.7,2,2023-09-29
638,SMB Customer 638,Small Business,447.2,1,2023-09-30
639,SMB Customer 639,Small Business,406.3,4,2023-10-01
640,SMB Customer 640,Small Business,406.15,1,2023-10-02
641,SMB Customer 641,Small Business,434.93,4,2023-10-03
642,SMB Customer 642,Small Business,495.07,2,2023-10-04
643,SMB Customer 643,Small Business,437.21,1,2023-10-05
644,SMB Customer 644,Small Business,399.91,4,2023-10-06
645,SMB Customer 645,Small Business,437.63,2,2023-10-07
646,SMB Customer 646,Small Business,436.82,4,2023-10-08
647,SMB Customer 647,Small Business,364.09,3,2023-10-09
648,SMB Customer 648,Small Business,443.37,2,2023-10-10
649,SMB Customer 649,Small Business,438.07,1,2023-10-11
650,SMB Customer 650,Small Business,465.89,2,2023-10-12
651,SMB Customer 651,Small Business,499.0,2,2023-10-13
652,SMB Customer 652,Small Business,478.8,1,2023-10-14
653,SMB Customer 653,Small Business,436.93,1,2023-10-15
654,SMB Customer 654,Small Business,411.8,2,2023-10-16
655,SMB Customer 655,Small Business,499.0,3,2023-10-17
656,SMB Customer 656,Small Business,446.78,3,2023-10-18
657,SMB Customer 657,Small Business,445.42,3,2023-10-19
658,SMB Customer 658,Small Business,444.28,2,2023-10-20
659,SMB Customer 659,Small Business,450.94,4,2023-10-21
660,SMB Customer 660,Small Business,440.67,3,2023-10-22
661,SMB Customer 661,Small Business,427.79,1,2023-10-23
662,SMB Customer 662,Small Business,428.59,1,2023-10-24
663,SMB Customer 663,Small Business,444.02,1,2023-10-25
664,SMB Customer 664,Small Business,428.7,4,2023-10-26
665,SMB Customer 665,Small Business,423.61,1,2023-10-27
666,SMB Customer 666,Small Business,448.19,2,2023-10-28
667,SMB Customer 667,Small Business,437.35,1,2023-10-29
668,SMB Customer 668,Small Business,490.12,3,2023-10-30
669,SMB Customer 669,Small Business,365.47,4,2023-10-31
670,SMB Customer 670,Small Business,477.75,1,2023-11-01
671,SMB Customer 671,Small Business,482.38,1,2023-11-02
672,SMB Customer 672,Small Business,382.8,3,2023-11-03
673,SMB Customer 673,Small Business,434.72,4,2023-11-04
674,SMB Customer 674,Small Business,433.86,1,2023-11-05
675,SMB Customer 675,Small Business,402.77,3,2023-11-06
676,SMB Customer 676,Small Business,421.67,3,2023-11-07
677,SMB Customer 677,Small Business,411.68,2,2023-11-08
678,SMB Customer 678,Small Business,497.57,1,2023-11-09
679,SMB Customer 679,Small Business,473.07,2,2023-11-10
680,SMB Customer 680,Small Business,483.15,3,2023-11-11
681,SMB Customer 681,Small Business,466.65,1,2023-11-12
682,SMB Customer 682,Small Business,411.13,3,2023-11-13
683,SMB Customer 683,Small Business,429.26,3,2023-11-14
684,SMB Customer 684,Small Business,459.68,4,2023-11-15
685,SMB Customer 685,Small Business,408.34,2,2023-11-16
686,SMB Customer 686,Small Business,466.39,3,2023-11-17
687,SMB Customer 687,Small Business,437.79,4,2023-11-18
688,SMB Customer 688,Small Business,433.76,1,2023-11-19
689,SMB Customer 689,Small Business,466.33,1,2023-11-20
690,SMB Customer 690,Small Business,458.33,2,2023-11-21
691,SMB Customer 691,Small Business,434.17,1,2023-11-22
692,SMB Customer 692,Small Business,479.78,1,2023-11-23
693,SMB Customer 693,Small Business,412.57,4,2023-11-24
694,SMB Customer 694,Small Business,463.48,1,2023-11-25
695,SMB Customer 695,Small Business,462.79,4,2023-11-26
696,SMB Customer 696,Small Business,435.71,1,2023-11-27
697,SMB Customer 697,Small Business,454.78,1,2023-11-28
698,SMB Customer 698,Small Business,407.47,3,2023-11-29
699,SMB Customer 699,Small Business,472.72,3,2023-11-30
700,SMB Customer 700,Small Business,439.45,4,2023-12-01
701,SMB Customer 701,Small Business,429.32,1,2023-12-02
702,SMB Customer 702,Small Business,476.47,3,2023-12-03
703,SMB Customer 703,Small Business,423.87,2,2023-12-04
704,SMB Customer 704,Small Business,402.75,4,2023-12-05
705,SMB Customer 705,Small Business,398.3,1,2023-12-06
706,SMB Customer 706,Small Business,463.18,1,2023-12-07
707,SMB Customer 707,Small Business,406.59,3,2023-12-08
708,SMB Customer 708,Small Business,497.64,4,2023-12-09
709,SMB Customer 709,Small Business,382.54,4,2023-12-10
710,SMB Customer 710,Small Business,495.89,4,2023-12-11
711,SMB Customer 711,Small Business,451.33,3,2023-12-12
712,SMB Customer 712,Small Business,442.1,4,2023-12-13
713,SMB Customer 713,Small Business,428.65,2,2023-12-14
714,SMB Customer 714,Small Business,456.97,3,2023-12-15
715,SMB Customer 715,Small Business,443.87,2,2023-12-16
716,SMB Customer 716,Small Business,478.1,3,2023-12-17
717,SMB Customer 717,Small Business,448.43,4,2023-12-18
718,SMB Customer 718,Small Business,449.51,3,2023-12-19
719,SMB Customer 719,Small Business,434.09,3,2023-12-20
720,SMB Customer 720,Small Business,443.29,2,2023-12-21
721,SMB Customer 721,Small Business,454.23,3,2023-12-22
722,SMB Customer 722,Small Business,393.69,4,2023-12-23
723,SMB Customer 723,Small Business,404.55,2,2023-12-24
724,SMB Customer 724,Small Business,467.3,3,2023-12-25
725,SMB Customer 725,Small Business,450.13,2,2023-12-26
726,SMB Customer 726,Small Business,439.48,2,2023-12-27
727,SMB Customer 727,Small Business,445.55,4,2023-12-28
728,SMB Customer 728,Small Business,455.43,1,2023-12-29
729,SMB Customer 729,Small Business,428.81,2,2023-12-30
730,SMB Customer 730,Small Business,421.65,1,2023-12-31
731,SMB Customer 731,Small Business,450.88,2,2023-01-01
732,SMB Customer 732,Small Business,415.65,1,2023-01-02
733,SMB Customer 733,Small Business,457.25,4,2023-01-03
734,SMB Customer 734,Small Business,393.92,4,2023-01-04
735,SMB Customer 735,Small Business,475.87,1,2023-01-05
736,SMB Customer 736,Small Business,459.18,4,2023-01-06
737,SMB Customer 737,Small Business,452.68,4,2023-01-07
738,SMB Customer 738,Small Business,474.48,2,2023-01-08
739,SMB Customer 739,Small Business,494.96,4,2023-01-09
740,SMB Customer 740,Small Business,475.43,3,2023-01-10
741,SMB Customer 741,Small Business,389.77,3,2023-01-11
742,SMB Customer 742,Small Business,406.61,3,2023-01-12
743,SMB Customer 743,Small Business,426.26,3,2023-01-13
744,SMB Customer 744,Small Business,445.78,2,2023-01-14
745,SMB Customer 745,Small Business,460.53,4,2023-01-15
746,SMB Customer 746,Small Business,423.23,2,2023-01-16
747,SMB Customer 747,Small Business,450.6,3,2023-01-17
748,SMB Customer 748,Small Business,422.34,3,2023-01-18
749,SMB Customer 749,Small Business,426.65,2,2023-01-19
750,SMB Customer 750,Small Business,402.8,2,2023-01-20
751,SMB Customer 751,Small Business,417.3,4,2023-01-21
752,SMB Customer 752,Small Business,404.45,2,2023-01-22
753,SMB Customer 753,Small Business,415.72,4,2023-01-23
754,SMB Customer 754,Small Business,476.61,2,2023-01-24
755,SMB Customer 755,Small Business,416.52,3,2023-01-25
756,SMB Customer 756,Small Business,499.0,1,2023-01-26
757,SMB Customer 757,Small Business,459.8,3,2023-01-27
758,SMB Customer 758,Small Business,450.55,4,2023-01-28
759,SMB Customer 759,Small Business,419.25,2,2023-01-29
760,SMB Customer 760,Small Business,466.01,1,2023-01-30
761,SMB Customer 761,Small Business,427.73,1,2023-01-31
762,SMB Customer 762,Small Business,448.66,3,2023-02-01
763,SMB Customer 763,Small Business,499.0,1,2023-02-02
764,SMB Customer 764,Small Business,442.12,3,2023-02-03
765,SMB Customer 765,Small Business,479.48,4,2023-02-04
766,SMB Customer 766,Small Business,423.9,2,2023-02-05
767,SMB Customer 767,Small Business,443.95,2,2023-02-06
768,SMB Customer 768,Small Business,498.12,4,2023-02-07
769,SMB Customer 769,Small Business,426.19,1,2023-02-08
770,SMB Customer 770,Small Business,499.0,4,2023-02-09
771,SMB Customer 771,Small Business,466.23,3,2023-02-10
772,SMB Customer 772,Small Business,428.13,1,2023-02-11
773,SMB Customer 773,Small Business,463.97,1,2023-02-12
774,SMB Customer 774,Small Business,474.18,4,2023-02-13
775,SMB Customer 775,Small Business,463.65,4,2023-02-14
776,SMB Customer 776,Small Business,397.89,2,2023-02-15
777,SMB Customer 777,Small Business,423.19,2,2023-02-16
778,SMB Customer 778,Small Business,437.57,3,2023-02-17
779,SMB Customer 779,Small Business,442.77,3,2023-02-18
780,SMB Customer 780,Small Business,463.62,2,2023-02-19
781,SMB Customer 781,Small Business,450.33,1,2023-02-20
782,SMB Customer 782,Small Business,404.94,4,2023-02-21
783,SMB Customer 783,Small Business,456.41,1,2023-02-22
784,SMB Customer 784,Small Business,463.32,2,2023-02-23
785,SMB Customer 785,Small Business,461.79,4,2023-02-24
786,SMB Customer 786,Small Business,477.42,1,2023-02-25
787,SMB Customer 787,Small Business,470.02,2,2023-02-26
788,SMB Customer 788,Small Business,458.78,3,2023-02-27
789,SMB Customer 789,Small Business,442.9,2,2023-02-28
790,SMB Customer 790,Small Business,395.17,4,2023-03-01
791,SMB Customer 791,Small Business,457.89,4,2023-03-02
792,SMB Customer 792,Small Business,451.23,3,2023-03-03
793,SMB Customer 793,Small Business,453.15,3,2023-03-04
794,SMB Customer 794,Small Business,406.7,4,2023-03-05
795,SMB Customer 795,Small Business,412.57,1,2023-03-06
796,SMB Customer 796,Small Business,476.59,1,2023-03-07
797,SMB Customer 797,Small Business,443.81,3,2023-03-08
798,SMB Customer 798,Small Business,465.45,4,2023-03-09
799,SMB Customer 799,Small Business,445.85,2,2023-03-10
800,SMB Customer 800,Small Business,445.89,3,2023-03-11
801,Enterprise Customer 801,Enterprise,15483.73,49,2023-01-01
802,Enterprise Customer 802,Enterprise,34856.7,37,2023-01-04
803,Enterprise Customer 803,Enterprise,4764.2,40,2023-01-07
804,Enterprise Customer 804,Enterprise,26016.16,36,2023-01-10
805,Enterprise Customer 805,Enterprise,12098.24,47,2023-01-13
806,Enterprise Customer 806,Enterprise,7939.45,43,2023-01-16
807,Enterprise Customer 807,Enterprise,6282.13,19,2023-01-19
808,Enterprise Customer 808,Enterprise,29816.88,47,2023-01-22
809,Enterprise Customer 809,Enterprise,16273.16,37,2023-01-25
810,Enterprise Customer 810,Enterprise,30899.05,16,2023-01-28
811,Enterprise Customer 811,Enterprise,5841.45,37,2023-01-31
812,Enterprise Customer 812,Enterprise,15338.94,50,2023-02-03
813,Enterprise Customer 813,Enterprise,23858.58,48,2023-02-06
814,Enterprise Customer 814,Enterprise,33405.39,19,2023-02-09
815,Enterprise Customer 815,Enterprise,15470.5,25,2023-02-12
816,Enterprise Customer 816,Enterprise,27141.78,26,2023-02-15
817,Enterprise Customer 817,Enterprise,37025.06,26,2023-02-18
818,Enterprise Customer 818,Enterprise,26760.71,26,2023-02-21
819,Enterprise Customer 819,Enterprise,12210.37,12,2023-02-24
820,Enterprise Customer 820,Enterprise,4285.14,24,2023-02-27
821,Enterprise Customer 821,Enterprise,36421.67,44,2023-03-02
822,Enterprise Customer 822,Enterprise,4166.15,19,2023-03-05
823,Enterprise Customer 823,Enterprise,36596.57,20,2023-03-08
824,Enterprise Customer 824,Enterprise,23457.52,44,2023-03-11
825,Enterprise Customer 825,Enterprise,39042.48,45,2023-03-14
826,Enterprise Customer 826,Enterprise,33711.67,13,2023-03-17
827,Enterprise Customer 827,Enterprise,41279.4,15,2023-03-20
828,Enterprise Customer 828,Enterprise,16684.96,32,2023-03-23
829,Enterprise Customer 829,Enterprise,32511.06,44,2023-03-26
830,Enterprise Customer 830,Enterprise,18631.28,49,2023-03-29
831,Enterprise Customer 831,Enterprise,21593.18,22,2023-04-01
832,Enterprise Customer 832,Enterprise,27203.12,47,2023-04-04
833,Enterprise Customer 833,Enterprise,36557.64,23,2023-04-07
834,Enterprise Customer 834,Enterprise,40753.08,18,2023-04-10
835,Enterprise Customer 835,Enterprise,32552.3,15,2023-04-13
836,Enterprise Customer 836,Enterprise,19233.05,41,2023-04-16
837,Enterprise Customer 837,Enterprise,19369.47,34,2023-04-19
838,Enterprise Customer 838,Enterprise,31386.04,19,2023-04-22
839,Enterprise Customer 839,Enterprise,12431.44,25,2023-04-25
840,Enterprise Customer 840,Enterprise,7555.92,22,2023-04-28
841,Enterprise Customer 841,Enterprise,16833.55,16,2023-05-01
842,Enterprise Customer 842,Enterprise,14272.99,16,2023-05-04
843,Enterprise Customer 843,Enterprise,14617.62,33,2023-05-07
844,Enterprise Customer 844,Enterprise,12235.0,31,2023-05-10
845,Enterprise Customer 845,Enterprise,4957.45,24,2023-05-13
846,Enterprise Customer 846,Enterprise,4037.12,26,2023-05-16
847,Enterprise Customer 847,Enterprise,40891.36,30,2023-05-19
848,Enterprise Customer 848,Enterprise,19613.29,33,2023-05-22
849,Enterprise Customer 849,Enterprise,17962.32,23,2023-05-25
850,Enterprise Customer 850,Enterprise,29184.51,26,2023-05-28
851,Enterprise Customer 851,Enterprise,11651.56,44,2023-05-31
852,Enterprise Customer 852,Enterprise,39456.43,23,2023-06-03
853,Enterprise Customer 853,Enterprise,33239.02,20,2023-06-06
854,Enterprise Customer 854,Enterprise,6755.53,10,2023-06-09
855,Enterprise Customer 855,Enterprise,19225.98,16,2023-06-12
856,Enterprise Customer 856,Enterprise,36764.4,11,2023-06-15
857,Enterprise Customer 857,Enterprise,39257.73,36,2023-06-18
858,Enterprise Customer 858,Enterprise,21119.17,28,2023-06-21
859,Enterprise Customer 859,Enterprise,26667.54,46,2023-06-24
860,Enterprise Customer 860,Enterprise,9705.2,19,2023-06-27
861,Enterprise Customer 861,Enterprise,41022.32,36,2023-06-30
862,Enterprise Customer 862,Enterprise,12161.43,14,2023-07-03
863,Enterprise Customer 863,Enterprise,39181.72,34,2023-07-06
864,Enterprise Customer 864,Enterprise,28044.48,18,2023-07-09
865,Enterprise Customer 865,Enterprise,26451.91,11,2023-07-12
866,Enterprise Customer 866,Enterprise,22840.07,37,2023-07-15
867,Enterprise Customer 867,Enterprise,12123.36,21,2023-07-18
868,Enterprise Customer 868,Enterprise,10065.97,19,2023-07-21
869,Enterprise Customer 869,Enterprise,11736.38,19,2023-07-24
870,Enterprise Customer 870,Enterprise,10442.56,15,2023-07-27
871,Enterprise Customer 871,Enterprise,32982.12,48,2023-07-30
872,Enterprise Customer 872,Enterprise,16662.67,47,2023-08-02
873,Enterprise Customer 873,Enterprise,5555.93,32,2023-08-05
874,Enterprise Customer 874,Enterprise,40183.81,13,2023-08-08
875,Enterprise Customer 875,Enterprise,36941.77,16,2023-08-11
876,Enterprise Customer 876,Enterprise,38612.5,31,2023-08-14
877,Enterprise Customer 877,Enterprise,41164.41,37,2023-08-17
878,Enterprise Customer 878,Enterprise,9965.93,11,2023-08-20
879,Enterprise Customer 879,Enterprise,18415.11,37,2023-08-23
880,Enterprise Customer 880,Enterprise,32170.97,12,2023-08-26
881,Enterprise Customer 881,Enterprise,29806.69,45,2023-08-29
882,Enterprise Customer 882,Enterprise,9205.95,42,2023-09-01
883,Enterprise Customer 883,Enterprise,34359.57,40,2023-09-04
884,Enterprise Customer 884,Enterprise,11886.65,14,2023-09-07
885,Enterprise Customer 885,Enterprise,11862.98,14,2023-09-10
886,Enterprise Customer 886,Enterprise,23762.94,18,2023-09-13
887,Enterprise Customer 887,Enterprise,25889.63,48,2023-09-16
888,Enterprise Customer 888,Enterprise,25401.18,14,2023-09-19
889,Enterprise Customer 889,Enterprise,6834.41,24,2023-09-22
890,Enterprise Customer 890,Enterprise,36701.42,25,2023-09-25
891,Enterprise Customer 891,Enterprise,13450.71,17,2023-09-28
892,Enterprise Customer 892,Enterprise,8279.48,34,2023-10-01
893,Enterprise Customer 893,Enterprise,37130.34,44,2023-10-04
894,Enterprise Customer 894,Enterprise,39672.67,32,2023-10-07
895,Enterprise Customer 895,Enterprise,36118.76,20,2023-10-10
896,Enterprise Customer 896,Enterprise,34119.52,23,2023-10-13
897,Enterprise Customer 897,Enterprise,28257.1,41,2023-10-16
898,Enterprise Customer 898,Enterprise,24290.49,17,2023-10-19
899,Enterprise Customer 899,Enterprise,6663.41,40,2023-10-22
900,Enterprise Customer 900,Enterprise,18879.13,34,2023-10-25
901,Enterprise Customer 901,Enterprise,17520.07,10,2023-10-28
902,Enterprise Customer 902,Enterprise,13228.55,23,2023-10-31
903,Enterprise Customer 903,Enterprise,30847.87,11,2023-11-03
904,Enterprise Customer 904,Enterprise,22201.19,33,2023-11-06
905,Enterprise Customer 905,Enterprise,6437.66,18,2023-11-09
906,Enterprise Customer 906,Enterprise,11724.87,40,2023-11-12
907,Enterprise Customer 907,Enterprise,29321.74,28,2023-11-15
908,Enterprise Customer 908,Enterprise,6250.88,12,2023-11-18
909,Enterprise Customer 909,Enterprise,35703.77,38,2023-11-21
910,Enterprise Customer 910,Enterprise,22173.48,25,2023-11-24
911,Enterprise Customer 911,Enterprise,21620.2,13,2023-11-27
912,Enterprise Customer 912,Enterprise,25869.4,32,2023-11-30
913,Enterprise Customer 913,Enterprise,34695.79,45,2023-12-03
914,Enterprise Customer 914,Enterprise,16574.66,10,2023-12-06
915,Enterprise Customer 915,Enterprise,29122.52,29,2023-12-09
916,Enterprise Customer 916,Enterprise,24855.72,38,2023-12-12
917,Enterprise Customer 917,Enterprise,13504.98,36,2023-12-15
918,Enterprise Customer 918,Enterprise,36745.85,32,2023-12-18
919,Enterprise Customer 919,Enterprise,33660.1,14,2023-12-21
920,Enterprise Customer 920,Enterprise,28379.08,36,2023-12-24
921,Enterprise Customer 921,Enterprise,35680.01,47,2023-12-27
922,Enterprise Customer 922,Enterprise,36315.09,14,2023-12-30
923,Enterprise Customer 923,Enterprise,30275.7,27,2023-01-02
924,Enterprise Customer 924,Enterprise,35164.41,28,2023-01-05
925,Enterprise Customer 925,Enterprise,29861.82,37,2023-01-08
926,Enterprise Customer 926,Enterprise,29203.26,14,2023-01-11
927,Enterprise Customer 927,Enterprise,26865.14,50,2023-01-14
928,Enterprise Customer 928,Enterprise,31961.14,10,2023-01-17
929,Enterprise Customer 929,Enterprise,9384.9,28,2023-01-20
930,Enterprise Customer 930,Enterprise,36831.0,18,2023-01-23
931,Enterprise Customer 931,Enterprise,36487.96,32,2023-01-26
932,Enterprise Customer 932,Enterprise,4469.31,32,2023-01-29
933,Enterprise Customer 933,Enterprise,34738.94,47,2023-02-01
934,Enterprise Customer 934,Enterprise,8254.96,15,2023-02-04
935,Enterprise Customer 935,Enterprise,16092.42,41,2023-02-07
936,Enterprise Customer 936,Enterprise,31611.22,31,2023-02-10
937,Enterprise Customer 937,Enterprise,9466.78,36,2023-02-13
938,Enterprise Customer 938,Enterprise,34440.66,34,2023-02-16
939,Enterprise Customer 939,Enterprise,34979.01,27,2023-02-19
940,Enterprise Customer 940,Enterprise,22641.68,13,2023-02-22
941,Enterprise Customer 941,Enterprise,3600.57,37,2023-02-25
942,Enterprise Customer 942,Enterprise,14265.36,27,2023-02-28
