customer_id,customer_name,customer_type,product,region,revenue,churn,signup_date
345,SMB Client 345,SMB,Cloud Platform,North America,1421.02,0,2023-09-02
346,SMB Client 346,SMB,Analytics Pro,APAC,2679.98,0,2023-09-03
347,SMB Client 347,SMB,Analytics Pro,EMEA,976.46,0,2023-09-04
348,SMB Client 348,SMB,Analytics Pro,EMEA,2934.95,0,2023-09-05
349,SMB Client 349,SMB,Security Suite,North America,3192.14,0,2023-09-06
350,SMB Client 350,SMB,Developer Tools,North America,865.88,0,2023-09-07
351,SMB Client 351,SMB,Analytics Pro,LATAM,3161.69,0,2023-09-08
352,SMB Client 352,SMB,Developer Tools,North America,2956.71,0,2023-09-09
353,SMB Client 353,SMB,Analytics Pro,EMEA,2871.41,0,2023-09-10
354,SMB Client 354,SMB,Developer Tools,LATAM,2494.26,0,2023-09-11
355,SMB Client 355,SMB,Analytics Pro,EMEA,2874.34,0,2023-09-12
356,SMB Client 356,SMB,Cloud Platform,North America,2791.47,0,2023-09-13
357,SMB Client 357,SMB,Analytics Pro,North America,1757.48,0,2023-09-14
358,SMB Client 358,SMB,Cloud Platform,North America,1430.74,0,2023-09-15
359,SMB Client 359,SMB,Analytics Pro,North America,3466.85,0,2023-09-16
360,SMB Client 360,SMB,Cloud Platform,LATAM,2635.05,0,2023-09-17
361,SMB Client 361,SMB,Cloud Platform,EMEA,2923.13,0,2023-09-18
362,SMB Client 362,SMB,Developer Tools,EMEA,3173.62,0,2023-09-19
363,SMB Client 363,SMB,Cloud Platform,LATAM,2456.21,0,2023-09-20
364,SMB Client 364,SMB,Developer Tools,EMEA,1425.51,0,2023-09-21
365,SMB Client 365,SMB,Analytics Pro,North America,2440.89,0,2023-09-22
366,SMB Client 366,SMB,Cloud Platform,North America,1276.63,0,2023-09-23
367,SMB Client 367,SMB,Analytics Pro,North America,2904.88,0,2023-09-24
368,SMB Client 368,SMB,Developer Tools,LATAM,3416.58,0,2023-09-25
369,SMB Client 369,SMB,Cloud Platform,North America,3486.25,0,2023-09-26
370,SMB Client 370,SMB,Security Suite,North America,2847.24,0,2023-09-27
371,SMB Client 371,SMB,Cloud Platform,North America,3002.75,0,2023-09-28
372,SMB Client 372,SMB,Analytics Pro,EMEA,2249.83,0,2023-09-29
373,SMB Client 373,SMB,Developer Tools,North America,1047.01,0,2023-09-30
374,SMB Client 374,SMB,Developer Tools,LATAM,1149.69,0,2023-10-01
375,SMB Client 375,SMB,Developer Tools,EMEA,3127.74,0,2023-10-02
376,SMB Client 376,SMB,Cloud Platform,EMEA,2287.31,0,2023-10-03
377,SMB Client 377,SMB,Analytics Pro,APAC,1806.26,0,2023-10-04
378,SMB Client 378,SMB,Cloud Platform,North America,2138.86,0,2023-10-05
379,SMB Client 379,SMB,Cloud Platform,APAC,2644.8,0,2023-10-06
380,SMB Client 380,SMB,Analytics Pro,EMEA,2136.9,0,2023-10-07
381,SMB Client 381,SMB,Analytics Pro,EMEA,3026.64,0,2023-10-08
382,SMB Client 382,SMB,Analytics Pro,APAC,2327.48,0,2023-10-09
383,SMB Client 383,SMB,Security Suite,APAC,2953.05,0,2023-10-10
384,SMB Client 384,SMB,Security Suite,APAC,3141.69,0,2023-10-11
385,SMB Client 385,SMB,Security Suite,EMEA,2683.17,0,2023-10-12
386,SMB Client 386,SMB,Cloud Platform,APAC,2832.33,0,2023-10-13
387,SMB Client 387,SMB,Cloud Platform,APAC,3153.98,0,2023-10-14
388,SMB Client 388,SMB,Analytics Pro,APAC,1147.95,0,2023-10-15
389,SMB Client 389,SMB,Developer Tools,APAC,1234.05,0,2023-10-16
390,SMB Client 390,SMB,Cloud Platform,North America,2170.16,0,2023-10-17
391,SMB Client 391,SMB,Developer Tools,EMEA,2465.7,0,2023-10-18
392,SMB Client 392,SMB,Security Suite,EMEA,1501.47,0,2023-10-19
393,SMB Client 393,SMB,Cloud Platform,APAC,2905.58,0,2023-10-20
394,SMB Client 394,SMB,Developer Tools,North America,2261.42,0,2023-10-21
395,SMB Client 395,SMB,Developer Tools,North America,2508.08,0,2023-10-22
396,SMB Client 396,SMB,Security Suite,North America,3330.52,0,2023-10-23
397,SMB Client 397,SMB,Security Suite,North America,1612.6,0,2023-10-24
398,SMB Client 398,SMB,Analytics Pro,EMEA,2371.86,0,2023-10-25
399,SMB Client 399,SMB,Developer Tools,LATAM,923.5,0,2023-10-26
400,SMB Client 400,SMB,Security Suite,North America,3415.97,0,2023-10-27
401,SMB Client 401,SMB,Cloud Platform,North America,2847.31,0,2023-10-28
402,SMB Client 402,SMB,Analytics Pro,APAC,1673.75,0,2023-10-29
403,SMB Client 403,SMB,Analytics Pro,North America,2644.9,0,2023-10-30
404,SMB Client 404,SMB,Analytics Pro,EMEA,3492.24,0,2023-10-31
405,SMB Client 405,SMB,Developer Tools,EMEA,1241.78,0,2023-11-01
406,SMB Client 406,SMB,Cloud Platform,EMEA,1396.08,0,2023-11-02
407,SMB Client 407,SMB,Analytics Pro,LATAM,2567.18,0,2023-11-03
408,SMB Client 408,SMB,Analytics Pro,LATAM,1207.86,0,2023-11-04
409,SMB Client 409,SMB,Security Suite,North America,1933.26,0,2023-11-05
410,SMB Client 410,SMB,Developer Tools,EMEA,1540.38,0,2023-11-06
411,SMB Client 411,SMB,Cloud Platform,North America,3214.07,0,2023-11-07
412,SMB Client 412,SMB,Security Suite,North America,884.06,0,2023-11-08
413,SMB Client 413,SMB,Analytics Pro,LATAM,3133.77,0,2023-11-09
414,SMB Client 414,SMB,Developer Tools,APAC,1300.92,0,2023-11-10
415,SMB Client 415,SMB,Developer Tools,APAC,2881.49,0,2023-11-11
416,SMB Client 416,SMB,Cloud Platform,North America,2490.79,0,2023-11-12
417,SMB Client 417,SMB,Security Suite,APAC,3286.29,0,2023-11-13
418,SMB Client 418,SMB,Cloud Platform,North America,2100.11,0,2023-11-14
419,SMB Client 419,SMB,Analytics Pro,North America,2651.03,0,2023-11-15
420,SMB Client 420,SMB,Cloud Platform,EMEA,2127.31,0,2023-11-16
421,SMB Client 421,SMB,Developer Tools,North America,1526.28,0,2023-11-17
422,SMB Client 422,SMB,Cloud Platform,North America,2029.09,0,2023-11-18
423,SMB Client 423,SMB,Analytics Pro,EMEA,1859.73,0,2023-11-19
424,SMB Client 424,SMB,Security Suite,APAC,1587.49,0,2023-11-20
425,SMB Client 425,SMB,Cloud Platform,EMEA,2905.6,0,2023-11-21
426,SMB Client 426,SMB,Cloud Platform,LATAM,1083.31,0,2023-11-22
427,SMB Client 427,SMB,Analytics Pro,EMEA,1184.74,0,2023-11-23
428,SMB Client 428,SMB,Analytics Pro,North America,2696.66,0,2023-11-24
429,SMB Client 429,SMB,Analytics Pro,North America,1681.45,0,2023-11-25
430,SMB Client 430,SMB,Cloud Platform,North America,1746.69,0,2023-11-26
431,SMB Client 431,SMB,Cloud Platform,EMEA,1871.69,0,2023-11-27
432,SMB Client 432,SMB,Developer Tools,North America,2661.56,0,2023-11-28
433,SMB Client 433,SMB,Cloud Platform,EMEA,1252.2,0,2023-11-29
434,SMB Client 434,SMB,Cloud Platform,LATAM,2707.48,0,2023-11-30
435,SMB Client 435,SMB,Analytics Pro,APAC,940.32,0,2023-12-01
436,SMB Client 436,SMB,Security Suite,APAC,3151.62,0,2023-12-02
437,SMB Client 437,SMB,Developer Tools,North America,1716.52,0,2023-12-03
438,SMB Client 438,SMB,Analytics Pro,APAC,3216.0,0,2023-12-04
439,SMB Client 439,SMB,Security Suite,EMEA,2021.26,0,2023-12-05
440,SMB Client 440,SMB,Cloud Platform,North America,2775.29,0,2023-12-06
441,SMB Client 441,SMB,Cloud Platform,APAC,1467.18,0,2023-12-07
442,SMB Client 442,SMB,Developer Tools,North America,1391.88,0,2023-12-08
443,SMB Client 443,SMB,Developer Tools,EMEA,1291.72,0,2023-12-09
444,SMB Client 444,SMB,Analytics Pro,APAC,2145.13,0,2023-12-10
445,SMB Client 445,SMB,Developer Tools,LATAM,1416.83,0,2023-12-11
446,SMB Client 446,SMB,Cloud Platform,EMEA,2555.88,0,2023-12-12
447,SMB Client 447,SMB,Cloud Platform,North America,994.94,0,2023-12-13
448,SMB Client 448,SMB,Developer Tools,APAC,2049.08,0,2023-12-14
449,SMB Client 449,SMB,Analytics Pro,North America,2805.31,0,2023-12-15
450,SMB Client 450,SMB,Developer Tools,North America,1801.8,0,2023-12-16
451,SMB Client 451,SMB,Analytics Pro,EMEA,3140.99,0,2023-12-17
452,SMB Client 452,SMB,Analytics Pro,APAC,2758.2,0,2023-12-18
453,SMB Client 453,SMB,Analytics Pro,North America,3231.9,0,2023-12-19
454,SMB Client 454,SMB,Developer Tools,North America,2399.35,0,2023-12-20
455,SMB Client 455,SMB,Security Suite,APAC,2482.01,0,2023-12-21
456,SMB Client 456,SMB,Security Suite,LATAM,1155.23,0,2023-12-22
457,SMB Client 457,SMB,Cloud Platform,LATAM,1285.14,0,2023-12-23
458,SMB Client 458,SMB,Developer Tools,EMEA,1288.64,0,2023-12-24
459,SMB Client 459,SMB,Developer Tools,EMEA,1467.52,0,2023-12-25
460,SMB Client 460,SMB,Analytics Pro,EMEA,2190.01,0,2023-12-26
461,SMB Client 461,SMB,Analytics Pro,LATAM,1241.51,0,2023-12-27
462,SMB Client 462,SMB,Security Suite,North America,1496.96,0,2023-12-28
463,SMB Client 463,SMB,Cloud Platform,LATAM,2888.38,0,2023-12-29
464,SMB Client 464,SMB,Cloud Platform,North America,2025.23,0,2023-12-30
465,SMB Client 465,SMB,Analytics Pro,North America,1258.35,0,2023-12-31
466,SMB Client 466,SMB,Analytics Pro,North America,3037.99,0,2023-01-01
467,SMB Client 467,SMB,Security Suite,North America,2466.29,0,2023-01-02
468,SMB Client 468,SMB,Cloud Platform,APAC,1252.57,0,2023-01-03
469,SMB Client 469,SMB,Analytics Pro,APAC,2592.27,0,2023-01-04
470,SMB Client 470,SMB,Analytics Pro,APAC,2975.31,0,2023-01-05
471,SMB Client 471,SMB,Cloud Platform,North America,1355.77,0,2023-01-06
472,SMB Client 472,SMB,Analytics Pro,LATAM,954.13,0,2023-01-07
473,SMB Client 473,SMB,Cloud Platform,EMEA,906.23,0,2023-01-08
474,SMB Client 474,SMB,Analytics Pro,EMEA,3321.46,0,2023-01-09
475,SMB Client 475,SMB,Cloud Platform,LATAM,912.25,0,2023-01-10
476,SMB Client 476,SMB,Cloud Platform,LATAM,3405.82,0,2023-01-11
477,SMB Client 477,SMB,Developer Tools,EMEA,2525.62,0,2023-01-12
478,SMB Client 478,SMB,Analytics Pro,EMEA,2192.11,0,2023-01-13
479,SMB Client 479,SMB,Cloud Platform,North America,1177.06,0,2023-01-14
480,SMB Client 480,SMB,Cloud Platform,EMEA,2702.64,0,2023-01-15
481,SMB Client 481,SMB,Cloud Platform,EMEA,3418.76,0,2023-01-16
482,SMB Client 482,SMB,Developer Tools,North America,1998.13,0,2023-01-17
483,SMB Client 483,SMB,Developer Tools,LATAM,2670.09,0,2023-01-18
484,SMB Client 484,SMB,Analytics Pro,EMEA,2644.77,0,2023-01-19
485,SMB Client 485,SMB,Analytics Pro,North America,3146.04,0,2023-01-20
486,SMB Client 486,SMB,Security Suite,EMEA,3313.56,0,2023-01-21
487,SMB Client 487,SMB,Security Suite,North America,1382.32,0,2023-01-22
488,SMB Client 488,SMB,Cloud Platform,EMEA,2558.33,0,2023-01-23
489,SMB Client 489,SMB,Cloud Platform,LATAM,3498.42,0,2023-01-24
490,SMB Client 490,SMB,Developer Tools,APAC,1898.65,0,2023-01-25
491,SMB Client 491,SMB,Security Suite,APAC,2330.94,0,2023-01-26
492,SMB Client 492,SMB,Analytics Pro,EMEA,1891.18,0,2023-01-27
493,SMB Client 493,SMB,Developer Tools,APAC,2981.18,0,2023-01-28
494,SMB Client 494,SMB,Developer Tools,North America,1976.07,0,2023-01-29
495,SMB Client 495,SMB,Cloud Platform,North America,2270.12,0,2023-01-30
496,SMB Client 496,SMB,Analytics Pro,EMEA,1789.45,0,2023-01-31
497,SMB Client 497,SMB,Analytics Pro,North America,1849.11,0,2023-02-01
498,SMB Client 498,SMB,Cloud Platform,North America,1807.78,0,2023-02-02
499,SMB Client 499,SMB,Security Suite,EMEA,2429.31,0,2023-02-03
500,SMB Client 500,SMB,Analytics Pro,APAC,2051.43,0,2023-02-04
501,SMB Client 501,SMB,Analytics Pro,North America,2201.52,0,2023-02-05
502,SMB Client 502,SMB,Analytics Pro,North America,1721.37,0,2023-02-06
503,SMB Client 503,SMB,Analytics Pro,EMEA,2366.47,0,2023-02-07
504,SMB Client 504,SMB,Developer Tools,APAC,2865.18,0,2023-02-08
505,SMB Client 505,SMB,Cloud Platform,North America,3379.91,0,2023-02-09
506,SMB Client 506,SMB,Security Suite,APAC,820.42,0,2023-02-10
507,SMB Client 507,SMB,Developer Tools,North America,1457.4,0,2023-02-11
508,SMB Client 508,SMB,Analytics Pro,North America,3322.98,0,2023-02-12
509,SMB Client 509,SMB,Analytics Pro,North America,2111.85,0,2023-02-13
510,SMB Client 510,SMB,Developer Tools,EMEA,1629.68,0,2023-02-14
511,SMB Client 511,SMB,Security Suite,APAC,1640.53,0,2023-02-15
512,SMB Client 512,SMB,Analytics Pro,North America,1536.08,0,2023-02-16
513,SMB Client 513,SMB,Security Suite,North America,1289.1,0,2023-02-17
514,SMB Client 514,SMB,Security Suite,North America,2217.94,0,2023-02-18
515,SMB Client 515,SMB,Analytics Pro,LATAM,2331.74,0,2023-02-19
516,SMB Client 516,SMB,Developer Tools,EMEA,2105.57,0,2023-02-20
517,SMB Client 517,SMB,Security Suite,LATAM,917.21,0,2023-02-21
518,SMB Client 518,SMB,Developer Tools,APAC,2424.35,0,2023-02-22
519,SMB Client 519,SMB,Cloud Platform,EMEA,1415.82,0,2023-02-23
520,SMB Client 520,SMB,Developer Tools,LATAM,1909.78,0,2023-02-24
521,SMB Client 521,SMB,Cloud Platform,APAC,1754.24,0,2023-02-25
522,SMB Client 522,SMB,Developer Tools,EMEA,1541.98,0,2023-02-26
523,SMB Client 523,SMB,Cloud Platform,EMEA,2602.38,0,2023-02-27
524,SMB Client 524,SMB,Analytics Pro,North America,2019.77,0,2023-02-28
525,SMB Client 525,SMB,Developer Tools,North America,2789.56,0,2023-03-01
526,SMB Client 526,SMB,Cloud Platform,EMEA,1058.43,0,2023-03-02
527,SMB Client 527,SMB,Analytics Pro,North America,2439.15,0,2023-03-03
528,SMB Client 528,SMB,Analytics Pro,EMEA,1855.45,0,2023-03-04
529,SMB Client 529,SMB,Cloud Platform,EMEA,3467.02,0,2023-03-05
530,SMB Client 530,SMB,Analytics Pro,APAC,1891.66,0,2023-03-06
531,SMB Client 531,SMB,Developer Tools,North America,2669.58,0,2023-03-07
532,SMB Client 532,SMB,Security Suite,EMEA,1081.1,0,2023-03-08
533,SMB Client 533,SMB,Cloud Platform,North America,1540.23,0,2023-03-09
534,SMB Client 534,SMB,Cloud Platform,North America,3214.32,0,2023-03-10
535,SMB Client 535,SMB,Analytics Pro,North America,1411.97,0,2023-03-11
536,SMB Client 536,SMB,Cloud Platform,APAC,2201.46,0,2023-03-12
537,SMB Client 537,SMB,Analytics Pro,APAC,1431.02,0,2023-03-13
538,SMB Client 538,SMB,Analytics Pro,North America,2557.37,0,2023-03-14
539,SMB Client 539,SMB,Security Suite,LATAM,1699.11,0,2023-03-15
540,SMB Client 540,SMB,Analytics Pro,APAC,2586.97,0,2023-03-16
541,SMB Client 541,SMB,Cloud Platform,EMEA,2056.06,0,2023-03-17
542,SMB Client 542,SMB,Cloud Platform,EMEA,3385.59,0,2023-03-18
543,SMB Client 543,SMB,Analytics Pro,North America,1342.52,0,2023-03-19
544,SMB Client 544,SMB,Developer Tools,North America,2016.0,0,2023-03-20
545,SMB Client 545,SMB,Developer Tools,LATAM,2595.26,0,2023-03-21
546,SMB Client 546,SMB,Analytics Pro,North America,1433.53,0,2023-03-22
547,SMB Client 547,SMB,Developer Tools,EMEA,3479.71,0,2023-03-23
548,SMB Client 548,SMB,Analytics Pro,EMEA,3073.49,0,2023-03-24
549,SMB Client 549,SMB,Developer Tools,North America,1040.64,0,2023-03-25
550,SMB Client 550,SMB,Developer Tools,APAC,3030.38,0,2023-03-26
551,SMB Client 551,SMB,Analytics Pro,North America,897.63,0,2023-03-27
552,SMB Client 552,SMB,Cloud Platform,LATAM,1772.37,0,2023-03-28
553,SMB Client 553,SMB,Analytics Pro,North America,2295.27,0,2023-03-29
554,SMB Client 554,SMB,Security Suite,EMEA,2007.45,0,2023-03-30
555,SMB Client 555,SMB,Analytics Pro,LATAM,3282.36,0,2023-03-31
556,SMB Client 556,SMB,Cloud Platform,LATAM,3098.85,0,2023-04-01
557,SMB Client 557,SMB,Developer Tools,North America,1114.19,0,2023-04-02
558,SMB Client 558,SMB,Developer Tools,APAC,3170.53,0,2023-04-03
559,SMB Client 559,SMB,Analytics Pro,North America,2933.08,0,2023-04-04
560,SMB Client 560,SMB,Cloud Platform,EMEA,1888.05,0,2023-04-05
561,SMB Client 561,SMB,Developer Tools,EMEA,1734.47,0,2023-04-06
562,SMB Client 562,SMB,Cloud Platform,APAC,3020.7,0,2023-04-07
563,SMB Client 563,SMB,Analytics Pro,EMEA,3291.44,0,2023-04-08
564,SMB Client 564,SMB,Cloud Platform,EMEA,2864.99,0,2023-04-09
565,SMB Client 565,SMB,Cloud Platform,North America,1876.39,0,2023-04-10
566,SMB Client 566,SMB,Cloud Platform,North America,984.07,0,2023-04-11
567,SMB Client 567,SMB,Analytics Pro,LATAM,3400.41,0,2023-04-12
568,SMB Client 568,SMB,Analytics Pro,EMEA,1967.74,0,2023-04-13
569,SMB Client 569,SMB,Cloud Platform,EMEA,1986.68,0,2023-04-14
570,SMB Client 570,SMB,Security Suite,EMEA,1383.3,0,2023-04-15
571,SMB Client 571,SMB,Cloud Platform,APAC,1210.47,0,2023-04-16
572,SMB Client 572,SMB,Cloud Platform,LATAM,2041.46,0,2023-04-17
573,SMB Client 573,SMB,Security Suite,LATAM,956.01,0,2023-04-18
574,SMB Client 574,SMB,Cloud Platform,North America,1445.79,0,2023-04-19
575,SMB Client 575,SMB,Cloud Platform,EMEA,1618.84,0,2023-04-20
576,SMB Client 576,SMB,Analytics Pro,LATAM,968.19,0,2023-04-21
577,SMB Client 577,SMB,Security Suite,North America,2997.72,0,2023-04-22
578,SMB Client 578,SMB,Analytics Pro,EMEA,2484.52,0,2023-04-23
579,SMB Client 579,SMB,Developer Tools,EMEA,1152.92,0,2023-04-24
580,SMB Client 580,SMB,Analytics Pro,EMEA,1325.48,0,2023-04-25
581,SMB Client 581,SMB,Security Suite,APAC,3034.35,0,2023-04-26
582,SMB Client 582,SMB,Analytics Pro,EMEA,829.78,0,2023-04-27
583,SMB Client 583,SMB,Analytics Pro,APAC,851.82,0,2023-04-28
584,SMB Client 584,SMB,Analytics Pro,North America,1170.2,0,2023-04-29
585,SMB Client 585,SMB,Cloud Platform,LATAM,832.73,0,2023-04-30
586,SMB Client 586,SMB,Developer Tools,EMEA,2964.15,0,2023-05-01
587,SMB Client 587,SMB,Analytics Pro,EMEA,1096.29,0,2023-05-02
588,SMB Client 588,SMB,Cloud Platform,EMEA,3079.76,0,2023-05-03
589,SMB Client 589,SMB,Analytics Pro,APAC,1205.13,0,2023-05-04
590,SMB Client 590,SMB,Analytics Pro,North America,2085.25,0,2023-05-05
591,SMB Client 591,SMB,Developer Tools,APAC,2040.51,0,2023-05-06
592,SMB Client 592,SMB,Developer Tools,North America,3379.4,0,2023-05-07
593,SMB Client 593,SMB,Analytics Pro,North America,2657.96,0,2023-05-08
594,SMB Client 594,SMB,Cloud Platform,LATAM,3070.35,0,2023-05-09
595,SMB Client 595,SMB,Security Suite,EMEA,2045.99,0,2023-05-10
596,SMB Client 596,SMB,Security Suite,EMEA,3216.82,0,2023-05-11
597,SMB Client 597,SMB,Analytics Pro,North America,979.96,0,2023-05-12
598,SMB Client 598,SMB,Analytics Pro,EMEA,2791.07,0,2023-05-13
599,SMB Client 599,SMB,Cloud Platform,APAC,912.52,0,2023-05-14
600,SMB Client 600,SMB,Cloud Platform,North America,994.63,0,2023-05-15
601,SMB Client 601,SMB,Security Suite,North America,3382.55,0,2023-05-16
602,SMB Client 602,SMB,Analytics Pro,APAC,1600.65,0,2023-05-17
603,SMB Client 603,SMB,Cloud Platform,North America,2585.7,0,2023-05-18
604,SMB Client 604,SMB,Security Suite,APAC,1065.67,0,2023-05-19
605,SMB Client 605,SMB,Cloud Platform,North America,1515.63,0,2023-05-20
606,SMB Client 606,SMB,Analytics Pro,APAC,3413.22,0,2023-05-21
607,SMB Client 607,SMB,Analytics Pro,North America,2486.59,0,2023-05-22
608,SMB Client 608,SMB,Security Suite,APAC,1127.74,0,2023-05-23
609,SMB Client 609,SMB,Analytics Pro,North America,2538.54,0,2023-05-24
610,SMB Client 610,SMB,Developer Tools,North America,3414.92,0,2023-05-25
611,SMB Client 611,SMB,Security Suite,EMEA,3445.92,0,2023-05-26
612,SMB Client 612,SMB,Developer Tools,EMEA,2819.8,0,2023-05-27
613,SMB Client 613,SMB,Analytics Pro,LATAM,1145.86,0,2023-05-28
614,SMB Client 614,SMB,Analytics Pro,EMEA,1406.46,0,2023-05-29
615,SMB Client 615,SMB,Security Suite,LATAM,1986.39,0,2023-05-30
616,SMB Client 616,SMB,Cloud Platform,North America,1449.87,0,2023-05-31
617,SMB Client 617,SMB,Security Suite,North America,3194.7,0,2023-06-01
618,SMB Client 618,SMB,Developer Tools,APAC,3003.06,0,2023-06-02
619,SMB Client 619,SMB,Analytics Pro,APAC,3281.1,0,2023-06-03
620,SMB Client 620,SMB,Developer Tools,APAC,2043.46,0,2023-06-04
621,SMB Client 621,SMB,Security Suite,North America,2896.41,0,2023-06-05
622,SMB Client 622,SMB,Developer Tools,LATAM,2271.57,0,2023-06-06
623,SMB Client 623,SMB,Cloud Platform,North America,916.57,0,2023-06-07
624,SMB Client 624,SMB,Developer Tools,North America,2760.15,0,2023-06-08
625,SMB Client 625,SMB,Developer Tools,APAC,2165.8,0,2023-06-09
626,SMB Client 626,SMB,Analytics Pro,EMEA,2264.04,0,2023-06-10
627,SMB Client 627,SMB,Analytics Pro,EMEA,1603.38,0,2023-06-11
628,SMB Client 628,SMB,Security Suite,APAC,3157.97,0,2023-06-12
629,SMB Client 629,SMB,Analytics Pro,North America,1232.19,0,2023-06-13
630,SMB Client 630,SMB,Security Suite,LATAM,1466.03,0,2023-06-14
631,SMB Client 631,SMB,Analytics Pro,APAC,1067.78,0,2023-06-15
632,SMB Client 632,SMB,Analytics Pro,APAC,1350.9,0,2023-06-16
633,SMB Client 633,SMB,Cloud Platform,North America,2463.16,0,2023-06-17
634,SMB Client 634,SMB,Analytics Pro,North America,2916.24,0,2023-06-18
635,SMB Client 635,SMB,Cloud Platform,APAC,2854.68,0,2023-06-19
636,SMB Client 636,SMB,Developer Tools,North America,1346.7,0,2023-06-20
637,SMB Client 637,SMB,Cloud Platform,North America,1682.72,0,2023-06-21
638,SMB Client 638,SMB,Developer Tools,North America,3166.96,0,2023-06-22
639,SMB Client 639,SMB,Security Suite,APAC,2011.25,0,2023-06-23
640,SMB Client 640,SMB,Analytics Pro,EMEA,2401.22,0,2023-06-24
641,SMB Client 641,SMB,Cloud Platform,EMEA,2678.17,0,2023-06-25
642,SMB Client 642,SMB,Developer Tools,North America,1759.83,0,2023-06-26
643,SMB Client 643,SMB,Analytics Pro,EMEA,2388.15,0,2023-06-27
644,SMB Client 644,SMB,Analytics Pro,EMEA,975.1,0,2023-06-28
645,SMB Client 645,SMB,Security Suite,EMEA,2313.78,0,2023-06-29
646,SMB Client 646,SMB,Analytics Pro,APAC,2973.47,0,2023-06-30
647,SMB Client 647,SMB,Cloud Platform,North America,2145.29,0,2023-07-01
648,SMB Client 648,SMB,Developer Tools,APAC,1702.44,0,2023-07-02
649,SMB Client 649,SMB,Analytics Pro,EMEA,2929.26,0,2023-07-03
650,SMB Client 650,SMB,Analytics Pro,EMEA,1198.12,0,2023-07-04
651,SMB Client 651,SMB,Cloud Platform,EMEA,1039.22,0,2023-07-05
652,SMB Client 652,SMB,Developer Tools,LATAM,2786.29,0,2023-07-06
653,SMB Client 653,SMB,Analytics Pro,EMEA,2534.93,0,2023-07-07
654,SMB Client 654,SMB,Cloud Platform,EMEA,2921.26,0,2023-07-08
655,SMB Client 655,SMB,Analytics Pro,EMEA,3067.47,0,2023-07-09
656,SMB Client 656,SMB,Cloud Platform,North America,2386.98,0,2023-07-10
657,SMB Client 657,SMB,Cloud Platform,North America,1703.18,0,2023-07-11
658,SMB Client 658,SMB,Analytics Pro,EMEA,3045.58,0,2023-07-12
659,SMB Client 659,SMB,Developer Tools,North America,1606.56,0,2023-07-13
660,SMB Client 660,SMB,Developer Tools,APAC,1960.07,0,2023-07-14
661,SMB Client 661,SMB,Developer Tools,EMEA,1302.47,0,2023-07-15
662,SMB Client 662,SMB,Cloud Platform,North America,2104.02,0,2023-07-16
663,SMB Client 663,SMB,Analytics Pro,EMEA,2765.44,0,2023-07-17
664,SMB Client 664,SMB,Developer Tools,North America,2769.67,0,2023-07-18
665,SMB Client 665,SMB,Cloud Platform,APAC,2447.61,0,2023-07-19
666,SMB Client 666,SMB,Developer Tools,North America,2573.78,0,2023-07-20
667,SMB Client 667,SMB,Analytics Pro,North America,954.05,0,2023-07-21
668,SMB Client 668,SMB,Developer Tools,North America,1466.84,0,2023-07-22
669,SMB Client 669,SMB,Developer Tools,EMEA,1534.26,0,2023-07-23
670,SMB Client 670,SMB,Cloud Platform,EMEA,2897.12,0,2023-07-24
671,SMB Client 671,SMB,Cloud Platform,LATAM,890.76,0,2023-07-25
672,SMB Client 672,SMB,Analytics Pro,EMEA,1175.96,0,2023-07-26
673,SMB Client 673,SMB,Developer Tools,North America,1737.83,0,2023-07-27
674,SMB Client 674,SMB,Developer Tools,EMEA,2592.23,0,2023-07-28
675,SMB Client 675,SMB,Cloud Platform,EMEA,3329.42,0,2023-07-29
676,SMB Client 676,SMB,Security Suite,LATAM,1502.43,0,2023-07-30
677,SMB Client 677,SMB,Security Suite,North America,1492.63,0,2023-07-31
678,SMB Client 678,SMB,Analytics Pro,LATAM,2326.39,0,2023-08-01
679,SMB Client 679,SMB,Analytics Pro,North America,2443.02,0,2023-08-02
680,SMB Client 680,SMB,Cloud Platform,North America,1208.37,0,2023-08-03
681,SMB Client 681,SMB,Analytics Pro,EMEA,3096.66,0,2023-08-04
682,SMB Client 682,SMB,Developer Tools,APAC,1109.88,0,2023-08-05
683,SMB Client 683,SMB,Security Suite,EMEA,982.7,0,2023-08-06
684,SMB Client 684,SMB,Analytics Pro,EMEA,1020.66,0,2023-08-07
685,SMB Client 685,SMB,Developer Tools,APAC,1247.59,0,2023-08-08
686,SMB Client 686,SMB,Analytics Pro,EMEA,2606.36,0,2023-08-09
687,SMB Client 687,SMB,Analytics Pro,North America,2557.63,0,2023-08-10
688,SMB Client 688,SMB,Developer Tools,EMEA,2183.76,0,2023-08-11
689,SMB Client 689,SMB,Developer Tools,North America,940.28,0,2023-08-12
690,SMB Client 690,SMB,Cloud Platform,North America,1498.28,0,2023-08-13
691,SMB Client 691,SMB,Analytics Pro,North America,2843.23,0,2023-08-14
692,SMB Client 692,SMB,Developer Tools,APAC,3170.14,0,2023-08-15
693,SMB Client 693,SMB,Analytics Pro,LATAM,1444.75,0,2023-08-16
694,SMB Client 694,SMB,Cloud Platform,North America,2884.43,0,2023-08-17
695,SMB Client 695,SMB,Developer Tools,EMEA,2052.61,0,2023-08-18
696,SMB Client 696,SMB,Cloud Platform,EMEA,2144.09,0,2023-08-19
697,SMB Client 697,SMB,Analytics Pro,APAC,3019.68,0,2023-08-20
