user_id,session_id,traffic_source,device_type,signup_clicked,email_entered,password_created,email_verified,payment_added,first_purchase,purchase_amount,created_at
824,sess_00824,Organic Search,Tablet,1,1,1,1,1,1,113.73,2024-01-09 14:00:00
825,sess_00825,Paid Ad,Desktop,1,1,1,1,1,1,151.89,2024-01-09 14:15:00
826,sess_00826,Referral,Mobile,1,1,1,1,1,1,176.22,2024-01-09 14:30:00
827,sess_00827,Social Media,Tablet,1,1,1,1,1,1,149.27,2024-01-09 14:45:00
828,sess_00828,Organic Search,Desktop,1,1,1,1,1,1,169.38,2024-01-09 15:00:00
829,sess_00829,Paid Ad,Mobile,1,1,1,1,1,1,123.86,2024-01-09 15:15:00
830,sess_00830,Referral,Tablet,1,1,1,1,1,1,149.34,2024-01-09 15:30:00
831,sess_00831,Social Media,Desktop,1,1,1,1,1,1,134.39,2024-01-09 15:45:00
832,sess_00832,Organic Search,Mobile,1,1,1,1,1,1,168.67,2024-01-09 16:00:00
833,sess_00833,Paid Ad,Tablet,1,1,1,1,1,1,150.79,2024-01-09 16:15:00
834,sess_00834,Referral,Desktop,1,1,1,1,1,1,167.25,2024-01-09 16:30:00
835,sess_00835,Social Media,Mobile,1,1,1,1,1,1,177.19,2024-01-09 16:45:00
836,sess_00836,Organic Search,Tablet,1,1,1,1,1,1,167.29,2024-01-09 17:00:00
837,sess_00837,Paid Ad,Desktop,1,1,1,1,1,1,156.83,2024-01-09 17:15:00
838,sess_00838,Referral,Mobile,1,1,1,1,1,1,125.04,2024-01-09 17:30:00
839,sess_00839,Social Media,Tablet,1,1,1,1,1,1,149.93,2024-01-09 17:45:00
840,sess_00840,Organic Search,Desktop,1,1,1,1,1,1,136.67,2024-01-09 18:00:00
841,sess_00841,Paid Ad,Mobile,1,1,1,1,1,1,141.4,2024-01-09 18:15:00
842,sess_00842,Referral,Tablet,1,1,1,1,1,1,140.64,2024-01-09 18:30:00
843,sess_00843,Social Media,Desktop,1,1,1,1,1,1,125.5,2024-01-09 18:45:00
844,sess_00844,Organic Search,Mobile,1,1,1,1,1,1,101.07,2024-01-09 19:00:00
845,sess_00845,Paid Ad,Tablet,1,1,1,1,1,1,133.3,2024-01-09 19:15:00
846,sess_00846,Referral,Desktop,1,1,1,1,1,1,154.83,2024-01-09 19:30:00
847,sess_00847,Social Media,Mobile,1,1,1,1,1,1,116.3,2024-01-09 19:45:00
848,sess_00848,Organic Search,Tablet,1,1,1,1,1,1,150.39,2024-01-09 20:00:00
849,sess_00849,Paid Ad,Desktop,1,1,1,1,1,1,197.51,2024-01-09 20:15:00
850,sess_00850,Referral,Mobile,1,1,1,1,1,1,175.58,2024-01-09 20:30:00
851,sess_00851,Social Media,Tablet,1,1,1,1,1,1,191.09,2024-01-09 20:45:00
852,sess_00852,Organic Search,Desktop,1,1,1,1,1,1,159.78,2024-01-09 21:00:00
853,sess_00853,Paid Ad,Mobile,1,1,1,1,1,1,179.19,2024-01-09 21:15:00
854,sess_00854,Referral,Tablet,1,1,1,1,1,1,131.9,2024-01-09 21:30:00
855,sess_00855,Social Media,Desktop,1,1,1,1,1,1,133.89,2024-01-09 21:45:00
856,sess_00856,Organic Search,Mobile,1,1,1,1,1,1,81.52,2024-01-09 22:00:00
857,sess_00857,Paid Ad,Tablet,1,1,1,1,1,1,179.65,2024-01-09 22:15:00
858,sess_00858,Referral,Desktop,1,1,1,1,1,1,188.51,2024-01-09 22:30:00
859,sess_00859,Social Media,Mobile,1,1,1,1,1,1,136.17,2024-01-09 22:45:00
860,sess_00860,Organic Search,Tablet,1,1,1,1,1,1,143.65,2024-01-09 23:00:00
861,sess_00861,Paid Ad,Desktop,1,1,1,1,1,1,131.15,2024-01-09 23:15:00
862,sess_00862,Referral,Mobile,1,1,1,1,1,1,159.57,2024-01-09 23:30:00
863,sess_00863,Social Media,Tablet,1,1,1,1,1,1,178.12,2024-01-09 23:45:00
864,sess_00864,Organic Search,Desktop,1,1,1,1,1,1,106.43,2024-01-10 00:00:00
865,sess_00865,Paid Ad,Mobile,1,1,1,1,1,1,160.24,2024-01-10 00:15:00
866,sess_00866,Referral,Tablet,1,1,1,1,1,1,143.08,2024-01-10 00:30:00
867,sess_00867,Social Media,Desktop,1,1,1,1,1,1,152.83,2024-01-10 00:45:00
868,sess_00868,Organic Search,Mobile,1,1,1,1,1,1,161.47,2024-01-10 01:00:00
869,sess_00869,Paid Ad,Tablet,1,1,1,1,1,1,145.29,2024-01-10 01:15:00
870,sess_00870,Referral,Desktop,1,1,1,1,1,1,147.41,2024-01-10 01:30:00
871,sess_00871,Social Media,Mobile,1,1,1,1,1,1,144.65,2024-01-10 01:45:00
872,sess_00872,Organic Search,Tablet,1,1,1,1,1,1,174.26,2024-01-10 02:00:00
873,sess_00873,Paid Ad,Desktop,1,1,1,1,1,1,160.47,2024-01-10 02:15:00
874,sess_00874,Referral,Mobile,1,1,1,1,1,1,155.51,2024-01-10 02:30:00
875,sess_00875,Social Media,Tablet,1,1,1,1,1,1,118.23,2024-01-10 02:45:00
876,sess_00876,Organic Search,Desktop,1,1,1,1,1,1,140.54,2024-01-10 03:00:00
877,sess_00877,Paid Ad,Mobile,1,1,1,1,1,1,172.47,2024-01-10 03:15:00
878,sess_00878,Referral,Tablet,1,1,1,1,1,1,150.94,2024-01-10 03:30:00
879,sess_00879,Social Media,Desktop,1,1,1,1,1,1,166.49,2024-01-10 03:45:00
880,sess_00880,Organic Search,Mobile,1,1,1,1,1,1,194.16,2024-01-10 04:00:00
881,sess_00881,Paid Ad,Tablet,1,1,1,1,1,1,175.97,2024-01-10 04:15:00
882,sess_00882,Referral,Desktop,1,1,1,1,1,1,152.33,2024-01-10 04:30:00
883,sess_00883,Social Media,Mobile,1,1,1,1,1,1,137.23,2024-01-10 04:45:00
884,sess_00884,Organic Search,Tablet,1,1,1,1,1,1,86.16,2024-01-10 05:00:00
885,sess_00885,Paid Ad,Desktop,1,1,1,1,1,1,145.79,2024-01-10 05:15:00
886,sess_00886,Referral,Mobile,1,1,1,1,1,1,141.85,2024-01-10 05:30:00
887,sess_00887,Social Media,Tablet,1,1,1,1,1,1,159.76,2024-01-10 05:45:00
888,sess_00888,Organic Search,Desktop,1,1,1,1,1,1,146.15,2024-01-10 06:00:00
889,sess_00889,Paid Ad,Mobile,1,1,1,1,1,1,141.99,2024-01-10 06:15:00
890,sess_00890,Referral,Tablet,1,1,1,1,1,1,105.52,2024-01-10 06:30:00
891,sess_00891,Social Media,Desktop,1,1,1,1,1,1,126.5,2024-01-10 06:45:00
892,sess_00892,Organic Search,Mobile,1,1,1,1,1,1,161.92,2024-01-10 07:00:00
893,sess_00893,Paid Ad,Tablet,1,1,1,1,1,1,192.9,2024-01-10 07:15:00
894,sess_00894,Referral,Desktop,1,1,1,1,1,1,147.56,2024-01-10 07:30:00
895,sess_00895,Social Media,Mobile,1,1,1,1,1,1,158.2,2024-01-10 07:45:00
896,sess_00896,Organic Search,Tablet,1,1,1,1,1,1,173.81,2024-01-10 08:00:00
897,sess_00897,Paid Ad,Desktop,1,1,1,1,1,1,129.73,2024-01-10 08:15:00
898,sess_00898,Referral,Mobile,1,1,1,1,1,1,159.17,2024-01-10 08:30:00
899,sess_00899,Social Media,Tablet,1,1,1,1,1,1,131.49,2024-01-10 08:45:00
900,sess_00900,Organic Search,Desktop,1,1,1,1,1,1,171.62,2024-01-10 09:00:00
901,sess_00901,Paid Ad,Mobile,1,1,1,1,1,1,153.79,2024-01-10 09:15:00
902,sess_00902,Referral,Tablet,1,1,1,1,1,1,157.46,2024-01-10 09:30:00
903,sess_00903,Social Media,Desktop,1,1,1,1,1,1,130.44,2024-01-10 09:45:00
904,sess_00904,Organic Search,Mobile,1,1,1,1,1,1,167.68,2024-01-10 10:00:00
905,sess_00905,Paid Ad,Tablet,1,1,1,1,1,1,202.12,2024-01-10 10:15:00
906,sess_00906,Referral,Desktop,1,1,1,1,1,1,124.8,2024-01-10 10:30:00
907,sess_00907,Social Media,Mobile,1,1,1,1,1,1,141.51,2024-01-10 10:45:00
908,sess_00908,Organic Search,Tablet,1,1,1,1,1,1,155.79,2024-01-10 11:00:00
909,sess_00909,Paid Ad,Desktop,1,1,1,1,1,1,169.66,2024-01-10 11:15:00
910,sess_00910,Referral,Mobile,1,1,1,1,1,1,136.01,2024-01-10 11:30:00
911,sess_00911,Social Media,Tablet,1,1,1,1,1,1,79.17,2024-01-10 11:45:00
912,sess_00912,Organic Search,Desktop,1,1,1,1,1,1,183.98,2024-01-10 12:00:00
913,sess_00913,Paid Ad,Mobile,1,1,1,1,1,1,169.01,2024-01-10 12:15:00
914,sess_00914,Referral,Tablet,1,1,1,1,1,1,106.43,2024-01-10 12:30:00
915,sess_00915,Social Media,Desktop,1,1,1,1,1,1,134.81,2024-01-10 12:45:00
916,sess_00916,Organic Search,Mobile,1,1,1,1,1,1,189.2,2024-01-10 13:00:00
917,sess_00917,Paid Ad,Tablet,1,1,1,1,1,1,186.19,2024-01-10 13:15:00
918,sess_00918,Referral,Desktop,1,1,1,1,1,1,173.47,2024-01-10 13:30:00
919,sess_00919,Social Media,Mobile,1,1,1,1,1,1,145.6,2024-01-10 13:45:00
920,sess_00920,Organic Search,Tablet,1,1,1,1,1,1,152.07,2024-01-10 14:00:00
921,sess_00921,Paid Ad,Desktop,1,1,1,1,1,1,146.73,2024-01-10 14:15:00
922,sess_00922,Referral,Mobile,1,1,1,1,1,1,178.21,2024-01-10 14:30:00
923,sess_00923,Social Media,Tablet,1,1,1,1,1,1,128.1,2024-01-10 14:45:00
924,sess_00924,Organic Search,Desktop,1,1,1,1,1,1,129.86,2024-01-10 15:00:00
925,sess_00925,Paid Ad,Mobile,1,1,1,1,1,1,175.26,2024-01-10 15:15:00
926,sess_00926,Referral,Tablet,1,1,1,1,1,1,148.89,2024-01-10 15:30:00
927,sess_00927,Social Media,Desktop,1,1,1,1,1,1,184.46,2024-01-10 15:45:00
928,sess_00928,Organic Search,Mobile,1,1,1,1,1,1,133.21,2024-01-10 16:00:00
929,sess_00929,Paid Ad,Tablet,1,1,1,1,1,1,148.63,2024-01-10 16:15:00
930,sess_00930,Referral,Desktop,1,1,1,1,1,1,126.94,2024-01-10 16:30:00
931,sess_00931,Social Media,Mobile,1,1,1,1,1,1,150.18,2024-01-10 16:45:00
932,sess_00932,Organic Search,Tablet,1,1,1,1,1,1,113.04,2024-01-10 17:00:00
933,sess_00933,Paid Ad,Desktop,1,1,1,1,1,1,137.81,2024-01-10 17:15:00
934,sess_00934,Referral,Mobile,1,1,1,1,1,1,114.09,2024-01-10 17:30:00
935,sess_00935,Social Media,Tablet,1,1,1,1,1,1,167.35,2024-01-10 17:45:00
936,sess_00936,Organic Search,Desktop,1,1,1,1,1,1,167.91,2024-01-10 18:00:00
937,sess_00937,Paid Ad,Mobile,1,1,1,1,1,1,106.74,2024-01-10 18:15:00
938,sess_00938,Referral,Tablet,1,1,1,1,1,1,183.35,2024-01-10 18:30:00
939,sess_00939,Social Media,Desktop,1,1,1,1,1,1,212.44,2024-01-10 18:45:00
940,sess_00940,Organic Search,Mobile,1,1,1,1,1,1,151.15,2024-01-10 19:00:00
941,sess_00941,Paid Ad,Tablet,1,1,1,1,1,1,133.97,2024-01-10 19:15:00
942,sess_00942,Referral,Desktop,1,1,1,1,1,1,220.61,2024-01-10 19:30:00
943,sess_00943,Social Media,Mobile,1,1,1,1,1,1,117.03,2024-01-10 19:45:00
944,sess_00944,Organic Search,Tablet,1,1,1,1,1,1,150.5,2024-01-10 20:00:00
945,sess_00945,Paid Ad,Desktop,1,1,1,1,1,1,154.49,2024-01-10 20:15:00
946,sess_00946,Referral,Mobile,1,1,1,1,1,1,183.63,2024-01-10 20:30:00
947,sess_00947,Social Media,Tablet,1,1,1,1,1,1,158.99,2024-01-10 20:45:00
948,sess_00948,Organic Search,Desktop,1,1,1,1,1,1,137.53,2024-01-10 21:00:00
949,sess_00949,Paid Ad,Mobile,1,1,1,1,1,1,126.22,2024-01-10 21:15:00
950,sess_00950,Referral,Tablet,1,1,1,1,1,1,141.45,2024-01-10 21:30:00
951,sess_00951,Social Media,Desktop,1,1,1,1,1,1,124.83,2024-01-10 21:45:00
952,sess_00952,Organic Search,Mobile,1,1,1,1,1,1,151.2,2024-01-10 22:00:00
953,sess_00953,Paid Ad,Tablet,1,1,1,1,1,1,135.9,2024-01-10 22:15:00
954,sess_00954,Referral,Desktop,1,1,1,1,1,1,112.65,2024-01-10 22:30:00
955,sess_00955,Social Media,Mobile,1,1,1,1,1,1,181.38,2024-01-10 22:45:00
956,sess_00956,Organic Search,Tablet,1,1,1,1,1,1,137.56,2024-01-10 23:00:00
957,sess_00957,Paid Ad,Desktop,1,1,1,1,1,1,118.3,2024-01-10 23:15:00
958,sess_00958,Referral,Mobile,1,1,1,1,1,1,145.79,2024-01-10 23:30:00
959,sess_00959,Social Media,Tablet,1,1,1,1,1,1,151.71,2024-01-10 23:45:00
960,sess_00960,Organic Search,Desktop,1,1,1,1,1,1,106.34,2024-01-11 00:00:00
961,sess_00961,Paid Ad,Mobile,1,1,1,1,1,1,158.29,2024-01-11 00:15:00
962,sess_00962,Referral,Tablet,1,1,1,1,1,1,123.82,2024-01-11 00:30:00
963,sess_00963,Social Media,Desktop,1,1,1,1,1,1,192.78,2024-01-11 00:45:00
964,sess_00964,Organic Search,Mobile,1,1,1,1,1,1,163.1,2024-01-11 01:00:00
965,sess_00965,Paid Ad,Tablet,1,1,1,1,1,1,140.0,2024-01-11 01:15:00
966,sess_00966,Referral,Desktop,1,1,1,1,1,1,131.37,2024-01-11 01:30:00
967,sess_00967,Social Media,Mobile,1,1,1,1,1,1,147.38,2024-01-11 01:45:00
968,sess_00968,Organic Search,Tablet,1,1,1,1,1,1,165.32,2024-01-11 02:00:00
969,sess_00969,Paid Ad,Desktop,1,1,1,1,1,1,149.36,2024-01-11 02:15:00
970,sess_00970,Referral,Mobile,1,1,1,1,1,1,144.57,2024-01-11 02:30:00
971,sess_00971,Social Media,Tablet,1,1,1,1,1,1,151.46,2024-01-11 02:45:00
972,sess_00972,Organic Search,Desktop,1,1,1,1,1,1,134.9,2024-01-11 03:00:00
973,sess_00973,Paid Ad,Mobile,1,1,1,1,1,1,141.42,2024-01-11 03:15:00
974,sess_00974,Referral,Tablet,1,1,1,1,1,1,97.86,2024-01-11 03:30:00
975,sess_00975,Social Media,Desktop,1,1,1,1,1,1,174.34,2024-01-11 03:45:00
976,sess_00976,Organic Search,Mobile,1,1,1,1,1,1,157.47,2024-01-11 04:00:00
977,sess_00977,Paid Ad,Tablet,1,1,1,1,1,1,130.66,2024-01-11 04:15:00
978,sess_00978,Referral,Desktop,1,1,1,1,1,1,197.47,2024-01-11 04:30:00
979,sess_00979,Social Media,Mobile,1,1,1,1,1,1,152.18,2024-01-11 04:45:00
980,sess_00980,Organic Search,Tablet,1,1,1,1,1,1,124.1,2024-01-11 05:00:00
981,sess_00981,Paid Ad,Desktop,1,1,1,1,1,1,171.42,2024-01-11 05:15:00
982,sess_00982,Referral,Mobile,1,1,1,1,1,1,159.95,2024-01-11 05:30:00
983,sess_00983,Social Media,Tablet,1,1,1,1,1,1,159.86,2024-01-11 05:45:00
984,sess_00984,Organic Search,Desktop,1,1,1,1,1,1,139.36,2024-01-11 06:00:00
985,sess_00985,Paid Ad,Mobile,1,1,1,1,1,1,161.26,2024-01-11 06:15:00
986,sess_00986,Referral,Tablet,1,1,1,1,1,1,143.46,2024-01-11 06:30:00
987,sess_00987,Social Media,Desktop,1,1,1,1,1,1,163.9,2024-01-11 06:45:00
988,sess_00988,Organic Search,Mobile,1,1,1,1,1,1,102.38,2024-01-11 07:00:00
989,sess_00989,Paid Ad,Tablet,1,1,1,1,1,1,139.15,2024-01-11 07:15:00
990,sess_00990,Referral,Desktop,1,1,1,1,1,1,193.05,2024-01-11 07:30:00
991,sess_00991,Social Media,Mobile,1,1,1,1,1,1,130.82,2024-01-11 07:45:00
992,sess_00992,Organic Search,Tablet,1,1,1,1,1,1,134.9,2024-01-11 08:00:00
993,sess_00993,Paid Ad,Desktop,1,1,1,1,1,1,138.8,2024-01-11 08:15:00
994,sess_00994,Referral,Mobile,1,1,1,1,1,1,119.63,2024-01-11 08:30:00
995,sess_00995,Social Media,Tablet,1,1,1,1,1,1,94.79,2024-01-11 08:45:00
996,sess_00996,Organic Search,Desktop,1,1,1,1,1,1,144.24,2024-01-11 09:00:00
997,sess_00997,Paid Ad,Mobile,1,1,1,1,1,1,153.4,2024-01-11 09:15:00
998,sess_00998,Referral,Tablet,1,1,1,1,1,1,148.69,2024-01-11 09:30:00
999,sess_00999,Social Media,Desktop,1,1,1,1,1,1,146.38,2024-01-11 09:45:00
1000,sess_01000,Organic Search,Mobile,1,1,1,1,1,1,151.08,2024-01-11 10:00:00
1001,sess_01001,Paid Ad,Tablet,1,1,1,1,1,1,175.57,2024-01-11 10:15:00
1002,sess_01002,Referral,Desktop,1,1,1,1,1,1,145.24,2024-01-11 10:30:00
1003,sess_01003,Social Media,Mobile,1,1,1,1,1,1,135.65,2024-01-11 10:45:00
1004,sess_01004,Organic Search,Tablet,1,1,1,1,1,1,142.97,2024-01-11 11:00:00
1005,sess_01005,Paid Ad,Desktop,1,1,1,1,1,1,164.48,2024-01-11 11:15:00
1006,sess_01006,Referral,Mobile,1,1,1,1,1,1,185.3,2024-01-11 11:30:00
1007,sess_01007,Social Media,Tablet,1,1,1,1,1,1,134.3,2024-01-11 11:45:00
1008,sess_01008,Organic Search,Desktop,1,1,1,1,1,1,152.47,2024-01-11 12:00:00
1009,sess_01009,Paid Ad,Mobile,1,1,1,1,1,1,158.46,2024-01-11 12:15:00
1010,sess_01010,Referral,Tablet,1,1,1,1,1,1,125.19,2024-01-11 12:30:00
1011,sess_01011,Social Media,Desktop,1,1,1,1,1,1,150.51,2024-01-11 12:45:00
1012,sess_01012,Organic Search,Mobile,1,1,1,1,1,1,113.36,2024-01-11 13:00:00
1013,sess_01013,Paid Ad,Tablet,1,1,1,1,1,1,105.77,2024-01-11 13:15:00
1014,sess_01014,Referral,Desktop,1,1,1,1,1,1,159.17,2024-01-11 13:30:00
1015,sess_01015,Social Media,Mobile,1,1,1,1,1,1,140.4,2024-01-11 13:45:00
1016,sess_01016,Organic Search,Tablet,1,1,1,1,1,1,155.06,2024-01-11 14:00:00
1017,sess_01017,Paid Ad,Desktop,1,1,1,1,1,1,149.55,2024-01-11 14:15:00
1018,sess_01018,Referral,Mobile,1,1,1,1,1,1,125.59,2024-01-11 14:30:00
1019,sess_01019,Social Media,Tablet,1,1,1,1,1,1,148.87,2024-01-11 14:45:00
1020,sess_01020,Organic Search,Desktop,1,1,1,1,1,1,119.17,2024-01-11 15:00:00
1021,sess_01021,Paid Ad,Mobile,1,1,1,1,1,1,184.77,2024-01-11 15:15:00
1022,sess_01022,Referral,Tablet,1,1,1,1,1,1,116.1,2024-01-11 15:30:00
1023,sess_01023,Social Media,Desktop,1,1,1,1,1,1,145.11,2024-01-11 15:45:00
1024,sess_01024,Organic Search,Mobile,1,1,1,1,1,1,123.94,2024-01-11 16:00:00
1025,sess_01025,Paid Ad,Tablet,1,1,1,1,1,1,164.26,2024-01-11 16:15:00
1026,sess_01026,Referral,Desktop,1,1,1,1,1,1,141.71,2024-01-11 16:30:00
1027,sess_01027,Social Media,Mobile,1,1,1,1,1,1,137.03,2024-01-11 16:45:00
1028,sess_01028,Organic Search,Tablet,1,1,1,1,1,1,171.33,2024-01-11 17:00:00
1029,sess_01029,Paid Ad,Desktop,1,1,1,1,1,1,150.74,2024-01-11 17:15:00
1030,sess_01030,Referral,Mobile,1,1,1,1,1,1,162.92,2024-01-11 17:30:00
1031,sess_01031,Social Media,Tablet,1,1,1,1,1,1,125.47,2024-01-11 17:45:00
1032,sess_01032,Organic Search,Desktop,1,1,1,1,1,1,114.88,2024-01-11 18:00:00
1033,sess_01033,Paid Ad,Mobile,1,1,1,1,1,1,152.68,2024-01-11 18:15:00
1034,sess_01034,Referral,Tablet,1,1,1,1,1,1,142.03,2024-01-11 18:30:00
1035,sess_01035,Social Media,Desktop,1,1,1,1,1,1,165.66,2024-01-11 18:45:00
1036,sess_01036,Organic Search,Mobile,1,1,1,1,1,1,148.0,2024-01-11 19:00:00
1037,sess_01037,Paid Ad,Tablet,1,1,1,1,1,1,155.13,2024-01-11 19:15:00
1038,sess_01038,Referral,Desktop,1,1,1,1,1,1,109.42,2024-01-11 19:30:00
1039,sess_01039,Social Media,Mobile,1,1,1,1,1,1,197.21,2024-01-11 19:45:00
1040,sess_01040,Organic Search,Tablet,1,1,1,1,1,1,145.89,2024-01-11 20:00:00
1041,sess_01041,Paid Ad,Desktop,1,1,1,1,1,1,167.44,2024-01-11 20:15:00
1042,sess_01042,Referral,Mobile,1,1,1,1,1,1,129.1,2024-01-11 20:30:00
1043,sess_01043,Social Media,Tablet,1,1,1,1,1,1,157.7,2024-01-11 20:45:00
1044,sess_01044,Organic Search,Desktop,1,1,1,1,1,1,117.43,2024-01-11 21:00:00
1045,sess_01045,Paid Ad,Mobile,1,1,1,1,1,1,161.3,2024-01-11 21:15:00
1046,sess_01046,Referral,Tablet,1,1,1,1,1,1,141.1,2024-01-11 21:30:00
1047,sess_01047,Social Media,Desktop,1,1,1,1,1,1,150.73,2024-01-11 21:45:00
1048,sess_01048,Organic Search,Mobile,1,1,1,1,1,1,167.45,2024-01-11 22:00:00
1049,sess_01049,Paid Ad,Tablet,1,1,1,1,1,1,119.19,2024-01-11 22:15:00
1050,sess_01050,Referral,Desktop,1,1,1,1,1,1,132.89,2024-01-11 22:30:00
1051,sess_01051,Social Media,Mobile,1,1,1,1,1,1,161.43,2024-01-11 22:45:00
1052,sess_01052,Organic Search,Tablet,1,1,1,1,1,1,202.46,2024-01-11 23:00:00
1053,sess_01053,Paid Ad,Desktop,1,1,1,1,1,1,146.55,2024-01-11 23:15:00
1054,sess_01054,Referral,Mobile,1,1,1,1,1,1,164.78,2024-01-11 23:30:00
1055,sess_01055,Social Media,Tablet,1,1,1,1,1,1,147.33,2024-01-11 23:45:00
1056,sess_01056,Organic Search,Desktop,1,1,1,1,1,1,198.56,2024-01-12 00:00:00
1057,sess_01057,Paid Ad,Mobile,1,1,1,1,1,1,106.32,2024-01-12 00:15:00
1058,sess_01058,Referral,Tablet,1,1,1,1,1,1,152.37,2024-01-12 00:30:00
1059,sess_01059,Social Media,Desktop,1,1,1,1,1,1,109.36,2024-01-12 00:45:00
1060,sess_01060,Organic Search,Mobile,1,1,1,1,1,1,87.34,2024-01-12 01:00:00
1061,sess_01061,Paid Ad,Tablet,1,1,1,1,1,1,157.44,2024-01-12 01:15:00
1062,sess_01062,Referral,Desktop,1,1,1,1,1,1,153.49,2024-01-12 01:30:00
1063,sess_01063,Social Media,Mobile,1,1,1,1,1,1,142.88,2024-01-12 01:45:00
1064,sess_01064,Organic Search,Tablet,1,1,1,1,1,1,147.35,2024-01-12 02:00:00
1065,sess_01065,Paid Ad,Desktop,1,1,1,1,1,1,227.46,2024-01-12 02:15:00
1066,sess_01066,Referral,Mobile,1,1,1,1,1,1,143.55,2024-01-12 02:30:00
1067,sess_01067,Social Media,Tablet,1,1,1,1,1,1,162.75,2024-01-12 02:45:00
1068,sess_01068,Organic Search,Desktop,1,1,1,1,1,1,133.77,2024-01-12 03:00:00
1069,sess_01069,Paid Ad,Mobile,1,1,1,1,1,1,157.38,2024-01-12 03:15:00
1070,sess_01070,Referral,Tablet,1,1,1,1,1,1,144.04,2024-01-12 03:30:00
1071,sess_01071,Social Media,Desktop,1,1,1,1,1,1,139.74,2024-01-12 03:45:00
1072,sess_01072,Organic Search,Mobile,1,1,1,1,1,1,195.47,2024-01-12 04:00:00
1073,sess_01073,Paid Ad,Tablet,1,1,1,1,1,1,179.43,2024-01-12 04:15:00
1074,sess_01074,Referral,Desktop,1,1,1,1,1,1,153.42,2024-01-12 04:30:00
1075,sess_01075,Social Media,Mobile,1,1,1,1,1,1,92.39,2024-01-12 04:45:00
1076,sess_01076,Organic Search,Tablet,1,1,1,1,1,1,140.97,2024-01-12 05:00:00
1077,sess_01077,Paid Ad,Desktop,1,1,1,1,1,1,217.58,2024-01-12 05:15:00
1078,sess_01078,Referral,Mobile,1,1,1,1,1,1,144.23,2024-01-12 05:30:00
1079,sess_01079,Social Media,Tablet,1,1,1,1,1,1,177.58,2024-01-12 05:45:00
1080,sess_01080,Organic Search,Desktop,1,1,1,1,1,1,186.05,2024-01-12 06:00:00
1081,sess_01081,Paid Ad,Mobile,1,1,1,1,1,1,155.47,2024-01-12 06:15:00
1082,sess_01082,Referral,Tablet,1,1,1,1,1,1,128.95,2024-01-12 06:30:00
1083,sess_01083,Social Media,Desktop,1,1,1,1,1,1,89.12,2024-01-12 06:45:00
1084,sess_01084,Organic Search,Mobile,1,1,1,1,1,1,167.1,2024-01-12 07:00:00
1085,sess_01085,Paid Ad,Tablet,1,1,1,1,1,1,129.63,2024-01-12 07:15:00
1086,sess_01086,Referral,Desktop,1,1,1,1,1,1,154.4,2024-01-12 07:30:00
1087,sess_01087,Social Media,Mobile,1,1,1,1,1,1,118.75,2024-01-12 07:45:00
1088,sess_01088,Organic Search,Tablet,1,1,1,1,1,1,143.37,2024-01-12 08:00:00
1089,sess_01089,Paid Ad,Desktop,1,1,1,1,1,1,150.84,2024-01-12 08:15:00
1090,sess_01090,Referral,Mobile,1,1,1,1,1,1,156.71,2024-01-12 08:30:00
1091,sess_01091,Social Media,Tablet,1,1,1,1,1,1,122.13,2024-01-12 08:45:00
1092,sess_01092,Organic Search,Desktop,1,1,1,1,1,1,179.92,2024-01-12 09:00:00
1093,sess_01093,Paid Ad,Mobile,1,1,1,1,1,1,135.08,2024-01-12 09:15:00
1094,sess_01094,Referral,Tablet,1,1,1,1,1,1,108.14,2024-01-12 09:30:00
1095,sess_01095,Social Media,Desktop,1,1,1,1,1,1,147.27,2024-01-12 09:45:00
1096,sess_01096,Organic Search,Mobile,1,1,1,1,1,1,150.86,2024-01-12 10:00:00
1097,sess_01097,Paid Ad,Tablet,1,1,1,1,1,1,154.01,2024-01-12 10:15:00
1098,sess_01098,Referral,Desktop,1,1,1,1,1,1,184.05,2024-01-12 10:30:00
1099,sess_01099,Social Media,Mobile,1,1,1,1,1,1,144.09,2024-01-12 10:45:00
1100,sess_01100,Organic Search,Tablet,1,1,1,1,1,1,147.01,2024-01-12 11:00:00
1101,sess_01101,Paid Ad,Desktop,1,1,1,1,1,1,122.42,2024-01-12 11:15:00
1102,sess_01102,Referral,Mobile,1,1,1,1,1,1,170.51,2024-01-12 11:30:00
1103,sess_01103,Social Media,Tablet,1,1,1,1,1,1,154.61,2024-01-12 11:45:00
1104,sess_01104,Organic Search,Desktop,1,1,1,1,1,1,139.5,2024-01-12 12:00:00
1105,sess_01105,Paid Ad,Mobile,1,1,1,1,1,1,102.38,2024-01-12 12:15:00
1106,sess_01106,Referral,Tablet,1,1,1,1,1,1,186.11,2024-01-12 12:30:00
1107,sess_01107,Social Media,Desktop,1,1,1,1,1,1,119.31,2024-01-12 12:45:00
1108,sess_01108,Organic Search,Mobile,1,1,1,1,1,1,135.22,2024-01-12 13:00:00
1109,sess_01109,Paid Ad,Tablet,1,1,1,1,1,1,158.96,2024-01-12 13:15:00
1110,sess_01110,Referral,Desktop,1,1,1,1,1,1,120.09,2024-01-12 13:30:00
1111,sess_01111,Social Media,Mobile,1,1,1,1,1,1,112.66,2024-01-12 13:45:00
1112,sess_01112,Organic Search,Tablet,1,1,1,1,1,1,96.9,2024-01-12 14:00:00
1113,sess_01113,Paid Ad,Desktop,1,1,1,1,1,1,168.02,2024-01-12 14:15:00
1114,sess_01114,Referral,Mobile,1,1,1,1,1,1,136.37,2024-01-12 14:30:00
