metric_id,timestamp,date,hour,revenue,transaction_count,signup_count,active_users,is_anomaly,anomaly_type
332,2024-01-14 19:00:00,2024-01-14,19,20666.37,284,27,1567,false,Normal
333,2024-01-14 20:00:00,2024-01-14,20,19843.83,248,28,1551,false,Normal
334,2024-01-14 21:00:00,2024-01-14,21,17446.44,227,27,1451,false,Normal
335,2024-01-14 22:00:00,2024-01-14,22,16451.14,217,21,1353,false,Normal
336,2024-01-14 23:00:00,2024-01-14,23,16262.83,210,17,1067,false,Normal
337,2024-01-15 00:00:00,2024-01-15,0,15488.3,215,10,946,false,Normal
338,2024-01-15 01:00:00,2024-01-15,1,14696.77,179,15,1067,false,Normal
339,2024-01-15 02:00:00,2024-01-15,2,12936.48,193,16,1124,false,Normal
340,2024-01-15 03:00:00,2024-01-15,3,14023.61,197,260,943,true,Bot Attack (Signup Surge)
341,2024-01-15 04:00:00,2024-01-15,4,14257.9,191,14,1150,false,Normal
342,2024-01-15 05:00:00,2024-01-15,5,15587.63,168,15,1060,false,Normal
343,2024-01-15 06:00:00,2024-01-15,6,15856.77,222,21,1279,false,Normal
344,2024-01-15 07:00:00,2024-01-15,7,17500.3,253,21,1309,false,Normal
345,2024-01-15 08:00:00,2024-01-15,8,19870.39,244,28,1613,false,Normal
346,2024-01-15 09:00:00,2024-01-15,9,21691.12,267,26,1673,false,Normal
347,2024-01-15 10:00:00,2024-01-15,10,22087.04,320,34,1834,false,Normal
348,2024-01-15 11:00:00,2024-01-15,11,24680.94,304,29,1897,false,Normal
349,2024-01-15 12:00:00,2024-01-15,12,25707.9,315,32,1970,false,Normal
350,2024-01-15 13:00:00,2024-01-15,13,24734.31,304,32,1948,false,Normal
351,2024-01-15 14:00:00,2024-01-15,14,24702.08,324,33,1839,false,Normal
352,2024-01-15 15:00:00,2024-01-15,15,24077.37,328,33,2040,false,Normal
353,2024-01-15 16:00:00,2024-01-15,16,23778.45,336,31,1831,false,Normal
354,2024-01-15 17:00:00,2024-01-15,17,23506.85,323,35,1847,false,Normal
355,2024-01-15 18:00:00,2024-01-15,18,22499.61,316,30,1632,false,Normal
356,2024-01-15 19:00:00,2024-01-15,19,20398.32,291,27,1665,false,Normal
357,2024-01-15 20:00:00,2024-01-15,20,20403.23,263,26,1491,false,Normal
358,2024-01-15 21:00:00,2024-01-15,21,18300.56,237,25,1355,false,Normal
359,2024-01-15 22:00:00,2024-01-15,22,16786.16,189,21,1186,false,Normal
360,2024-01-15 23:00:00,2024-01-15,23,15097.17,199,19,1218,false,Normal
361,2024-01-16 00:00:00,2024-01-16,0,15049.2,188,16,907,false,Normal
362,2024-01-16 01:00:00,2024-01-16,1,14208.17,210,14,1096,false,Normal
363,2024-01-16 02:00:00,2024-01-16,2,13634.8,169,22,1055,false,Normal
364,2024-01-16 03:00:00,2024-01-16,3,13717.92,189,15,1094,false,Normal
365,2024-01-16 04:00:00,2024-01-16,4,15991.08,179,23,1046,false,Normal
366,2024-01-16 05:00:00,2024-01-16,5,15792.02,217,21,1044,false,Normal
367,2024-01-16 06:00:00,2024-01-16,6,16518.39,213,22,1303,false,Normal
368,2024-01-16 07:00:00,2024-01-16,7,19606.34,258,22,1375,false,Normal
369,2024-01-16 08:00:00,2024-01-16,8,20453.0,257,19,1467,false,Normal
370,2024-01-16 09:00:00,2024-01-16,9,20517.63,282,25,1558,false,Normal
371,2024-01-16 10:00:00,2024-01-16,10,21840.27,282,34,1802,false,Normal
372,2024-01-16 11:00:00,2024-01-16,11,21957.09,314,35,1903,false,Normal
373,2024-01-16 12:00:00,2024-01-16,12,24439.59,328,30,1839,false,Normal
374,2024-01-16 13:00:00,2024-01-16,13,24880.25,341,35,2043,false,Normal
375,2024-01-16 14:00:00,2024-01-16,14,25527.26,315,29,2071,false,Normal
376,2024-01-16 15:00:00,2024-01-16,15,25549.07,324,31,1991,false,Normal
377,2024-01-16 16:00:00,2024-01-16,16,23087.87,318,34,1908,false,Normal
378,2024-01-16 17:00:00,2024-01-16,17,23839.45,297,34,2003,false,Normal
379,2024-01-16 18:00:00,2024-01-16,18,21685.36,310,26,1680,false,Normal
380,2024-01-16 19:00:00,2024-01-16,19,21490.43,280,26,1640,false,Normal
381,2024-01-16 20:00:00,2024-01-16,20,18416.01,259,30,1557,false,Normal
382,2024-01-16 21:00:00,2024-01-16,21,18740.26,243,28,1254,false,Normal
383,2024-01-16 22:00:00,2024-01-16,22,15968.49,233,27,1301,false,Normal
384,2024-01-16 23:00:00,2024-01-16,23,15066.37,201,20,1289,false,Normal
385,2024-01-17 00:00:00,2024-01-17,0,16103.66,209,22,927,false,Normal
386,2024-01-17 01:00:00,2024-01-17,1,13256.29,182,17,1130,false,Normal
387,2024-01-17 02:00:00,2024-01-17,2,14739.75,186,19,997,false,Normal
388,2024-01-17 03:00:00,2024-01-17,3,14128.93,174,18,929,false,Normal
389,2024-01-17 04:00:00,2024-01-17,4,15606.08,186,19,1014,false,Normal
390,2024-01-17 05:00:00,2024-01-17,5,14568.51,200,20,1126,false,Normal
391,2024-01-17 06:00:00,2024-01-17,6,17979.94,217,19,1302,false,Normal
392,2024-01-17 07:00:00,2024-01-17,7,18139.48,269,24,1325,false,Normal
393,2024-01-17 08:00:00,2024-01-17,8,19952.95,268,17,1531,false,Normal
394,2024-01-17 09:00:00,2024-01-17,9,19953.76,283,29,1675,false,Normal
395,2024-01-17 10:00:00,2024-01-17,10,21629.61,327,27,1584,false,Normal
396,2024-01-17 11:00:00,2024-01-17,11,23844.64,303,28,1910,false,Normal
397,2024-01-17 12:00:00,2024-01-17,12,23519.64,335,32,1858,false,Normal
398,2024-01-17 13:00:00,2024-01-17,13,23532.55,301,38,2061,false,Normal
399,2024-01-17 14:00:00,2024-01-17,14,25245.02,344,35,2020,false,Normal
400,2024-01-17 15:00:00,2024-01-17,15,25696.65,336,36,1863,false,Normal
401,2024-01-17 16:00:00,2024-01-17,16,23548.21,326,36,2004,false,Normal
402,2024-01-17 17:00:00,2024-01-17,17,22738.05,309,29,1828,false,Normal
403,2024-01-17 18:00:00,2024-01-17,18,22349.68,303,29,1886,false,Normal
404,2024-01-17 19:00:00,2024-01-17,19,20439.56,308,25,1573,false,Normal
405,2024-01-17 20:00:00,2024-01-17,20,19644.44,302,24,1511,false,Normal
406,2024-01-17 21:00:00,2024-01-17,21,15574.31,242,22,1419,false,Normal
407,2024-01-17 22:00:00,2024-01-17,22,17841.43,209,17,1391,false,Normal
408,2024-01-17 23:00:00,2024-01-17,23,15316.83,206,18,1129,false,Normal
409,2024-01-18 00:00:00,2024-01-18,0,13966.2,194,18,1156,false,Normal
410,2024-01-18 01:00:00,2024-01-18,1,12961.84,190,16,989,false,Normal
411,2024-01-18 02:00:00,2024-01-18,2,13534.74,210,20,1052,false,Normal
412,2024-01-18 03:00:00,2024-01-18,3,15038.02,179,15,1003,false,Normal
413,2024-01-18 04:00:00,2024-01-18,4,14127.13,186,20,1200,false,Normal
414,2024-01-18 05:00:00,2024-01-18,5,15991.83,221,23,1204,false,Normal
415,2024-01-18 06:00:00,2024-01-18,6,17272.88,192,21,1205,false,Normal
416,2024-01-18 07:00:00,2024-01-18,7,19468.83,236,29,1225,false,Normal
417,2024-01-18 08:00:00,2024-01-18,8,20148.46,272,26,1482,false,Normal
418,2024-01-18 09:00:00,2024-01-18,9,21473.94,306,27,1615,false,Normal
419,2024-01-18 10:00:00,2024-01-18,10,22450.87,293,33,1856,false,Normal
420,2024-01-18 11:00:00,2024-01-18,11,24004.51,321,33,1712,false,Normal
421,2024-01-18 12:00:00,2024-01-18,12,23560.85,304,36,1840,false,Normal
422,2024-01-18 13:00:00,2024-01-18,13,24963.87,362,36,1992,false,Normal
423,2024-01-18 14:00:00,2024-01-18,14,24430.5,330,34,2030,false,Normal
424,2024-01-18 15:00:00,2024-01-18,15,24685.75,321,28,1956,false,Normal
425,2024-01-18 16:00:00,2024-01-18,16,23710.19,347,37,1783,false,Normal
426,2024-01-18 17:00:00,2024-01-18,17,23515.42,355,35,1824,false,Normal
427,2024-01-18 18:00:00,2024-01-18,18,23054.91,302,30,1883,false,Normal
428,2024-01-18 19:00:00,2024-01-18,19,20253.52,297,25,1668,false,Normal
429,2024-01-18 20:00:00,2024-01-18,20,19418.72,261,33,1445,false,Normal
430,2024-01-18 21:00:00,2024-01-18,21,19408.78,228,24,1466,false,Normal
431,2024-01-18 22:00:00,2024-01-18,22,16807.04,224,21,1250,false,Normal
432,2024-01-18 23:00:00,2024-01-18,23,16330.28,214,18,1204,false,Normal
433,2024-01-19 00:00:00,2024-01-19,0,15050.58,203,21,1114,false,Normal
434,2024-01-19 01:00:00,2024-01-19,1,13791.07,171,20,1035,false,Normal
435,2024-01-19 02:00:00,2024-01-19,2,14988.79,195,22,980,false,Normal
436,2024-01-19 03:00:00,2024-01-19,3,13996.94,184,15,1074,false,Normal
437,2024-01-19 04:00:00,2024-01-19,4,16517.3,203,23,1026,false,Normal
438,2024-01-19 05:00:00,2024-01-19,5,16368.17,208,15,1139,false,Normal
439,2024-01-19 06:00:00,2024-01-19,6,16179.35,243,15,1206,false,Normal
440,2024-01-19 07:00:00,2024-01-19,7,18232.66,226,27,1459,false,Normal
441,2024-01-19 08:00:00,2024-01-19,8,19882.86,252,23,1529,false,Normal
442,2024-01-19 09:00:00,2024-01-19,9,21350.7,286,27,1664,false,Normal
443,2024-01-19 10:00:00,2024-01-19,10,21942.83,306,31,1739,false,Normal
444,2024-01-19 11:00:00,2024-01-19,11,22660.43,308,33,1893,false,Normal
445,2024-01-19 12:00:00,2024-01-19,12,25036.67,327,30,1842,false,Normal
446,2024-01-19 13:00:00,2024-01-19,13,24921.99,372,31,2004,false,Normal
447,2024-01-19 14:00:00,2024-01-19,14,24395.02,358,33,2148,false,Normal
448,2024-01-19 15:00:00,2024-01-19,15,25041.22,333,33,1835,false,Normal
449,2024-01-19 16:00:00,2024-01-19,16,24210.63,342,31,1944,false,Normal
450,2024-01-19 17:00:00,2024-01-19,17,22764.43,315,29,1930,false,Normal
451,2024-01-19 18:00:00,2024-01-19,18,21506.46,297,39,1776,false,Normal
452,2024-01-19 19:00:00,2024-01-19,19,20903.47,271,27,1618,false,Normal
453,2024-01-19 20:00:00,2024-01-19,20,20633.9,279,30,1396,false,Normal
454,2024-01-19 21:00:00,2024-01-19,21,17925.64,213,32,1405,false,Normal
455,2024-01-19 22:00:00,2024-01-19,22,16024.57,211,25,956,false,Normal
456,2024-01-19 23:00:00,2024-01-19,23,14689.78,191,14,1206,false,Normal
457,2024-01-20 00:00:00,2024-01-20,0,14005.38,185,21,1086,false,Normal
458,2024-01-20 01:00:00,2024-01-20,1,15099.21,213,19,1022,false,Normal
459,2024-01-20 02:00:00,2024-01-20,2,15105.87,142,15,1008,false,Normal
460,2024-01-20 03:00:00,2024-01-20,3,12723.4,190,21,982,false,Normal
461,2024-01-20 04:00:00,2024-01-20,4,13705.54,187,18,969,false,Normal
462,2024-01-20 05:00:00,2024-01-20,5,13958.05,185,13,1100,false,Normal
463,2024-01-20 06:00:00,2024-01-20,6,17137.27,236,27,1202,false,Normal
464,2024-01-20 07:00:00,2024-01-20,7,17040.27,239,17,1305,false,Normal
465,2024-01-20 08:00:00,2024-01-20,8,20062.17,239,22,1450,false,Normal
466,2024-01-20 09:00:00,2024-01-20,9,20542.57,320,26,1644,false,Normal
467,2024-01-20 10:00:00,2024-01-20,10,22324.8,294,28,1807,false,Normal
468,2024-01-20 11:00:00,2024-01-20,11,23830.91,312,35,1878,false,Normal
469,2024-01-20 12:00:00,2024-01-20,12,23856.79,339,35,1863,false,Normal
470,2024-01-20 13:00:00,2024-01-20,13,24865.46,335,41,2040,false,Normal
471,2024-01-20 14:00:00,2024-01-20,14,24688.11,346,40,1910,false,Normal
472,2024-01-20 15:00:00,2024-01-20,15,25510.4,352,32,2065,false,Normal
473,2024-01-20 16:00:00,2024-01-20,16,24010.24,335,35,1904,false,Normal
474,2024-01-20 17:00:00,2024-01-20,17,23311.94,330,30,1731,false,Normal
475,2024-01-20 18:00:00,2024-01-20,18,21234.63,322,30,1813,false,Normal
476,2024-01-20 19:00:00,2024-01-20,19,20621.69,248,26,1538,false,Normal
477,2024-01-20 20:00:00,2024-01-20,20,19527.82,275,25,1383,false,Normal
478,2024-01-20 21:00:00,2024-01-20,21,17703.32,242,24,1332,false,Normal
479,2024-01-20 22:00:00,2024-01-20,22,16568.41,235,22,1161,false,Normal
480,2024-01-20 23:00:00,2024-01-20,23,14578.58,211,22,1240,false,Normal
481,2024-01-21 00:00:00,2024-01-21,0,15016.31,197,19,1045,false,Normal
482,2024-01-21 01:00:00,2024-01-21,1,13229.31,195,16,1103,false,Normal
483,2024-01-21 02:00:00,2024-01-21,2,13717.45,164,19,991,false,Normal
484,2024-01-21 03:00:00,2024-01-21,3,13314.42,155,19,975,false,Normal
485,2024-01-21 04:00:00,2024-01-21,4,15032.19,194,20,1056,false,Normal
486,2024-01-21 05:00:00,2024-01-21,5,15834.16,192,24,1115,false,Normal
487,2024-01-21 06:00:00,2024-01-21,6,17739.51,223,24,1372,false,Normal
488,2024-01-21 07:00:00,2024-01-21,7,17537.51,254,22,1404,false,Normal
489,2024-01-21 08:00:00,2024-01-21,8,19351.78,264,22,1550,false,Normal
490,2024-01-21 09:00:00,2024-01-21,9,20272.66,287,28,1615,false,Normal
491,2024-01-21 10:00:00,2024-01-21,10,23017.25,319,34,1548,false,Normal
492,2024-01-21 11:00:00,2024-01-21,11,24366.61,319,31,2004,false,Normal
493,2024-01-21 12:00:00,2024-01-21,12,25591.82,355,31,2009,false,Normal
494,2024-01-21 13:00:00,2024-01-21,13,23303.84,324,32,1972,false,Normal
495,2024-01-21 14:00:00,2024-01-21,14,24268.78,365,34,1923,false,Normal
496,2024-01-21 15:00:00,2024-01-21,15,23910.08,341,33,2027,false,Normal
497,2024-01-21 16:00:00,2024-01-21,16,23883.15,339,36,1880,false,Normal
498,2024-01-21 17:00:00,2024-01-21,17,24061.97,321,33,1766,false,Normal
499,2024-01-21 18:00:00,2024-01-21,18,23192.39,319,25,1809,false,Normal
500,2024-01-21 19:00:00,2024-01-21,19,24332.0,281,31,1645,false,Normal
501,2024-01-21 20:00:00,2024-01-21,20,18286.64,277,28,1495,false,Normal
502,2024-01-21 21:00:00,2024-01-21,21,17909.4,211,28,1535,false,Normal
503,2024-01-21 22:00:00,2024-01-21,22,16461.19,226,15,1221,false,Normal
504,2024-01-21 23:00:00,2024-01-21,23,16051.72,194,18,1098,false,Normal
505,2024-01-22 00:00:00,2024-01-22,0,14831.47,223,22,1035,false,Normal
506,2024-01-22 01:00:00,2024-01-22,1,14648.87,209,17,997,false,Normal
507,2024-01-22 02:00:00,2024-01-22,2,14779.54,180,19,1005,false,Normal
508,2024-01-22 03:00:00,2024-01-22,3,14049.39,228,15,990,false,Normal
509,2024-01-22 04:00:00,2024-01-22,4,15239.73,203,18,1046,false,Normal
510,2024-01-22 05:00:00,2024-01-22,5,15650.14,198,22,1053,false,Normal
511,2024-01-22 06:00:00,2024-01-22,6,16505.93,227,23,1248,false,Normal
512,2024-01-22 07:00:00,2024-01-22,7,18710.67,203,23,1313,false,Normal
513,2024-01-22 08:00:00,2024-01-22,8,19998.16,267,31,1436,false,Normal
514,2024-01-22 09:00:00,2024-01-22,9,19490.45,301,28,1603,false,Normal
515,2024-01-22 10:00:00,2024-01-22,10,22880.14,271,28,1754,false,Normal
516,2024-01-22 11:00:00,2024-01-22,11,23348.01,318,33,1858,false,Normal
517,2024-01-22 12:00:00,2024-01-22,12,23665.21,319,34,2034,false,Normal
518,2024-01-22 13:00:00,2024-01-22,13,24669.66,364,32,1952,false,Normal
519,2024-01-22 14:00:00,2024-01-22,14,25026.24,374,32,1935,false,Normal
520,2024-01-22 15:00:00,2024-01-22,15,25666.87,346,30,2017,false,Normal
521,2024-01-22 16:00:00,2024-01-22,16,25031.09,330,34,1952,false,Normal
522,2024-01-22 17:00:00,2024-01-22,17,23236.22,306,32,1863,false,Normal
523,2024-01-22 18:00:00,2024-01-22,18,1485.0,1350,28,1770,true,Pricing Glitch Surge
524,2024-01-22 19:00:00,2024-01-22,19,22431.3,266,27,1653,false,Normal
525,2024-01-22 20:00:00,2024-01-22,20,19205.41,270,23,1375,false,Normal
526,2024-01-22 21:00:00,2024-01-22,21,17202.07,231,28,1407,false,Normal
527,2024-01-22 22:00:00,2024-01-22,22,15363.46,201,22,1313,false,Normal
528,2024-01-22 23:00:00,2024-01-22,23,14832.84,208,18,1147,false,Normal
529,2024-01-23 00:00:00,2024-01-23,0,14653.5,215,16,1031,false,Normal
530,2024-01-23 01:00:00,2024-01-23,1,15219.03,177,20,929,false,Normal
531,2024-01-23 02:00:00,2024-01-23,2,13124.29,186,18,900,false,Normal
532,2024-01-23 03:00:00,2024-01-23,3,14178.9,203,20,1084,false,Normal
533,2024-01-23 04:00:00,2024-01-23,4,14138.19,196,21,1012,false,Normal
534,2024-01-23 05:00:00,2024-01-23,5,15993.22,185,21,1115,false,Normal
535,2024-01-23 06:00:00,2024-01-23,6,18332.98,213,22,1183,false,Normal
536,2024-01-23 07:00:00,2024-01-23,7,19176.35,218,22,1235,false,Normal
537,2024-01-23 08:00:00,2024-01-23,8,18467.29,270,27,1563,false,Normal
538,2024-01-23 09:00:00,2024-01-23,9,21577.44,286,28,1441,false,Normal
539,2024-01-23 10:00:00,2024-01-23,10,22249.38,288,31,1798,false,Normal
540,2024-01-23 11:00:00,2024-01-23,11,23070.14,304,34,1848,false,Normal
541,2024-01-23 12:00:00,2024-01-23,12,23672.57,343,34,2033,false,Normal
542,2024-01-23 13:00:00,2024-01-23,13,24423.31,343,35,2034,false,Normal
543,2024-01-23 14:00:00,2024-01-23,14,23419.63,322,36,2109,false,Normal
544,2024-01-23 15:00:00,2024-01-23,15,24785.07,337,37,1980,false,Normal
545,2024-01-23 16:00:00,2024-01-23,16,24634.34,313,30,1874,false,Normal
546,2024-01-23 17:00:00,2024-01-23,17,23932.02,323,37,1842,false,Normal
547,2024-01-23 18:00:00,2024-01-23,18,21676.7,305,33,1589,false,Normal
548,2024-01-23 19:00:00,2024-01-23,19,22096.24,270,26,1617,false,Normal
549,2024-01-23 20:00:00,2024-01-23,20,19152.77,251,23,1587,false,Normal
550,2024-01-23 21:00:00,2024-01-23,21,18205.94,243,24,1285,false,Normal
551,2024-01-23 22:00:00,2024-01-23,22,17774.93,221,21,1181,false,Normal
552,2024-01-23 23:00:00,2024-01-23,23,15970.43,210,15,1235,false,Normal
553,2024-01-24 00:00:00,2024-01-24,0,15382.94,207,20,986,false,Normal
554,2024-01-24 01:00:00,2024-01-24,1,14274.82,192,18,1050,false,Normal
555,2024-01-24 02:00:00,2024-01-24,2,13923.98,178,22,1160,false,Normal
556,2024-01-24 03:00:00,2024-01-24,3,13761.77,168,26,1030,false,Normal
557,2024-01-24 04:00:00,2024-01-24,4,14417.87,165,26,1078,false,Normal
558,2024-01-24 05:00:00,2024-01-24,5,16235.43,219,21,1184,false,Normal
559,2024-01-24 06:00:00,2024-01-24,6,17690.0,214,22,1437,false,Normal
560,2024-01-24 07:00:00,2024-01-24,7,17837.96,224,23,1462,false,Normal
561,2024-01-24 08:00:00,2024-01-24,8,18201.03,271,22,1536,false,Normal
562,2024-01-24 09:00:00,2024-01-24,9,20416.61,258,27,1562,false,Normal
563,2024-01-24 10:00:00,2024-01-24,10,21556.99,305,31,1761,false,Normal
564,2024-01-24 11:00:00,2024-01-24,11,25172.52,315,28,1723,false,Normal
565,2024-01-24 12:00:00,2024-01-24,12,24195.24,347,34,1851,false,Normal
566,2024-01-24 13:00:00,2024-01-24,13,24740.43,322,33,2009,false,Normal
567,2024-01-24 14:00:00,2024-01-24,14,25934.24,333,33,2002,false,Normal
568,2024-01-24 15:00:00,2024-01-24,15,24621.65,320,32,1815,false,Normal
569,2024-01-24 16:00:00,2024-01-24,16,23236.46,318,33,1761,false,Normal
570,2024-01-24 17:00:00,2024-01-24,17,22661.08,300,39,1892,false,Normal
571,2024-01-24 18:00:00,2024-01-24,18,22620.7,314,27,1825,false,Normal
572,2024-01-24 19:00:00,2024-01-24,19,21167.95,283,30,1723,false,Normal
573,2024-01-24 20:00:00,2024-01-24,20,18000.37,259,34,1600,false,Normal
574,2024-01-24 21:00:00,2024-01-24,21,18317.39,230,21,1517,false,Normal
575,2024-01-24 22:00:00,2024-01-24,22,17131.34,206,24,1215,false,Normal
576,2024-01-24 23:00:00,2024-01-24,23,15005.09,196,17,1025,false,Normal
577,2024-01-25 00:00:00,2024-01-25,0,15307.31,191,12,826,false,Normal
578,2024-01-25 01:00:00,2024-01-25,1,14653.95,204,26,1005,false,Normal
579,2024-01-25 02:00:00,2024-01-25,2,14187.65,162,12,1012,false,Normal
580,2024-01-25 03:00:00,2024-01-25,3,13660.39,185,19,908,false,Normal
581,2024-01-25 04:00:00,2024-01-25,4,15599.03,200,24,1131,false,Normal
582,2024-01-25 05:00:00,2024-01-25,5,15046.37,195,20,1058,false,Normal
583,2024-01-25 06:00:00,2024-01-25,6,17354.58,222,28,1212,false,Normal
584,2024-01-25 07:00:00,2024-01-25,7,17699.66,265,26,1280,false,Normal
585,2024-01-25 08:00:00,2024-01-25,8,18835.21,268,24,1488,false,Normal
586,2024-01-25 09:00:00,2024-01-25,9,20609.09,317,24,1536,false,Normal
587,2024-01-25 10:00:00,2024-01-25,10,22153.76,306,28,1627,false,Normal
588,2024-01-25 11:00:00,2024-01-25,11,23188.29,302,35,1934,false,Normal
589,2024-01-25 12:00:00,2024-01-25,12,23673.46,324,35,2021,false,Normal
590,2024-01-25 13:00:00,2024-01-25,13,24121.66,359,36,2140,false,Normal
591,2024-01-25 14:00:00,2024-01-25,14,25784.13,315,34,2024,false,Normal
592,2024-01-25 15:00:00,2024-01-25,15,25154.07,348,32,2003,false,Normal
593,2024-01-25 16:00:00,2024-01-25,16,24076.37,299,32,1851,false,Normal
594,2024-01-25 17:00:00,2024-01-25,17,23832.45,349,31,1852,false,Normal
595,2024-01-25 18:00:00,2024-01-25,18,22187.63,296,29,1748,false,Normal
596,2024-01-25 19:00:00,2024-01-25,19,21693.54,279,27,1557,false,Normal
597,2024-01-25 20:00:00,2024-01-25,20,19174.56,264,29,1515,false,Normal
598,2024-01-25 21:00:00,2024-01-25,21,18411.63,242,19,1350,false,Normal
599,2024-01-25 22:00:00,2024-01-25,22,17303.19,228,22,1229,false,Normal
600,2024-01-25 23:00:00,2024-01-25,23,16346.77,196,25,1151,false,Normal
601,2024-01-26 00:00:00,2024-01-26,0,15555.55,181,18,1109,false,Normal
602,2024-01-26 01:00:00,2024-01-26,1,14148.01,173,24,1052,false,Normal
603,2024-01-26 02:00:00,2024-01-26,2,14564.68,163,17,967,false,Normal
604,2024-01-26 03:00:00,2024-01-26,3,13901.18,172,21,997,false,Normal
605,2024-01-26 04:00:00,2024-01-26,4,16088.76,196,18,1036,false,Normal
606,2024-01-26 05:00:00,2024-01-26,5,13893.81,215,14,1183,false,Normal
607,2024-01-26 06:00:00,2024-01-26,6,16759.23,219,24,1304,false,Normal
608,2024-01-26 07:00:00,2024-01-26,7,17617.22,257,22,1386,false,Normal
609,2024-01-26 08:00:00,2024-01-26,8,19822.42,273,28,1567,false,Normal
610,2024-01-26 09:00:00,2024-01-26,9,21301.65,261,27,1696,false,Normal
611,2024-01-26 10:00:00,2024-01-26,10,20595.98,292,26,1854,false,Normal
612,2024-01-26 11:00:00,2024-01-26,11,23944.34,310,36,1851,false,Normal
613,2024-01-26 12:00:00,2024-01-26,12,25456.01,326,32,1893,false,Normal
614,2024-01-26 13:00:00,2024-01-26,13,26005.16,347,33,2004,false,Normal
615,2024-01-26 14:00:00,2024-01-26,14,25541.29,345,43,2063,false,Normal
616,2024-01-26 15:00:00,2024-01-26,15,25554.5,333,33,1974,false,Normal
617,2024-01-26 16:00:00,2024-01-26,16,23104.3,334,32,1869,false,Normal
618,2024-01-26 17:00:00,2024-01-26,17,23503.78,325,33,1922,false,Normal
619,2024-01-26 18:00:00,2024-01-26,18,20751.96,294,29,1729,false,Normal
620,2024-01-26 19:00:00,2024-01-26,19,21605.26,250,27,1600,false,Normal
621,2024-01-26 20:00:00,2024-01-26,20,21311.8,245,25,1594,false,Normal
622,2024-01-26 21:00:00,2024-01-26,21,16852.5,267,26,1366,false,Normal
623,2024-01-26 22:00:00,2024-01-26,22,17848.79,222,17,1205,false,Normal
624,2024-01-26 23:00:00,2024-01-26,23,14821.62,211,22,1122,false,Normal
625,2024-01-27 00:00:00,2024-01-27,0,14688.65,203,16,1175,false,Normal
626,2024-01-27 01:00:00,2024-01-27,1,14441.72,181,14,1040,false,Normal
627,2024-01-27 02:00:00,2024-01-27,2,14411.73,171,21,1006,false,Normal
628,2024-01-27 03:00:00,2024-01-27,3,14673.56,197,10,942,false,Normal
629,2024-01-27 04:00:00,2024-01-27,4,15110.36,170,19,1236,false,Normal
630,2024-01-27 05:00:00,2024-01-27,5,15632.54,209,20,1152,false,Normal
631,2024-01-27 06:00:00,2024-01-27,6,15668.75,216,26,1267,false,Normal
632,2024-01-27 07:00:00,2024-01-27,7,18857.47,248,28,1372,false,Normal
633,2024-01-27 08:00:00,2024-01-27,8,19633.29,243,24,1658,false,Normal
634,2024-01-27 09:00:00,2024-01-27,9,21235.48,280,24,1666,false,Normal
635,2024-01-27 10:00:00,2024-01-27,10,22196.94,286,27,1793,false,Normal
636,2024-01-27 11:00:00,2024-01-27,11,23857.26,299,35,1841,false,Normal
637,2024-01-27 12:00:00,2024-01-27,12,24974.91,316,30,1989,false,Normal
638,2024-01-27 13:00:00,2024-01-27,13,25387.62,337,31,1908,false,Normal
639,2024-01-27 14:00:00,2024-01-27,14,24344.05,318,37,2058,false,Normal
640,2024-01-27 15:00:00,2024-01-27,15,24808.78,350,29,1974,false,Normal
641,2024-01-27 16:00:00,2024-01-27,16,24270.72,351,36,1956,false,Normal
642,2024-01-27 17:00:00,2024-01-27,17,23054.39,323,32,1850,false,Normal
643,2024-01-27 18:00:00,2024-01-27,18,20467.2,317,32,1917,false,Normal
644,2024-01-27 19:00:00,2024-01-27,19,20091.86,255,28,1654,false,Normal
645,2024-01-27 20:00:00,2024-01-27,20,20506.93,268,25,1375,false,Normal
646,2024-01-27 21:00:00,2024-01-27,21,18481.09,248,22,1292,false,Normal
647,2024-01-27 22:00:00,2024-01-27,22,16501.16,235,18,1316,false,Normal
648,2024-01-27 23:00:00,2024-01-27,23,16083.66,232,25,1078,false,Normal
649,2024-01-28 00:00:00,2024-01-28,0,13997.67,200,20,1056,false,Normal
650,2024-01-28 01:00:00,2024-01-28,1,12484.05,169,22,1033,false,Normal
651,2024-01-28 02:00:00,2024-01-28,2,12027.83,147,17,1048,false,Normal
652,2024-01-28 03:00:00,2024-01-28,3,14268.93,167,14,1008,false,Normal
653,2024-01-28 04:00:00,2024-01-28,4,14339.81,181,20,1146,false,Normal
654,2024-01-28 05:00:00,2024-01-28,5,14584.46,230,19,1160,false,Normal
655,2024-01-28 06:00:00,2024-01-28,6,16526.92,200,21,1381,false,Normal
656,2024-01-28 07:00:00,2024-01-28,7,18074.85,230,24,1424,false,Normal
657,2024-01-28 08:00:00,2024-01-28,8,19130.73,277,27,1518,false,Normal
658,2024-01-28 09:00:00,2024-01-28,9,20565.9,278,28,1667,false,Normal
659,2024-01-28 10:00:00,2024-01-28,10,22733.93,309,30,1817,false,Normal
660,2024-01-28 11:00:00,2024-01-28,11,22811.99,307,33,1823,false,Normal
661,2024-01-28 12:00:00,2024-01-28,12,24650.87,340,36,1909,false,Normal
662,2024-01-28 13:00:00,2024-01-28,13,25061.21,346,36,1908,false,Normal
663,2024-01-28 14:00:00,2024-01-28,14,0.0,0,33,1968,true,Payment Gateway Outage
